sex,age_cat,c_charge_degree,two_year_recid,race_cat,juv_fel_count_cat,juv_misd_count_cat,juv_other_count_cat,priors_count_cat,days_b_screening_arrest_cat,c_days_from_compas_cat
Male,25 - 45,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Female,25 - 45,F,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_7-9,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1
Female,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Greater than 45,F,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_7-9,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_10-15,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_-1,missing
Female,Greater than 45,M,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Greater than 45,M,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,M,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Greater than 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_4-6,days_b_screening_arrest_0,c_days_from_compas_0
Female,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1
Female,25 - 45,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_4-6,days_b_screening_arrest_0,c_days_from_compas_1
Male,25 - 45,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_10-15,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_4-6,days_b_screening_arrest_0,c_days_from_compas_1
Male,Greater than 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_10-15,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Less than 25,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,Greater than 45,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_10-15,days_b_screening_arrest_0,c_days_from_compas_1
Male,Greater than 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7
Male,25 - 45,M,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_2+,priors_count_10-15,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_0,c_days_from_compas_0
Male,Less than 25,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_4-6,days_b_screening_arrest_0,c_days_from_compas_0
Male,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_4-6,days_b_screening_arrest_0,c_days_from_compas_0
Male,25 - 45,F,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_1,juv_other_count_0,priors_count_10-15,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Greater than 45,M,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_15+,days_b_screening_arrest_1+,c_days_from_compas_29+
Male,25 - 45,M,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_7-9,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Male,Less than 25,M,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_1,priors_count_1,days_b_screening_arrest_0,c_days_from_compas_0
Female,25 - 45,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_2-7
Female,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1
Female,25 - 45,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Less than 25,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_1,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1
Female,Less than 25,F,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_2+,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Less than 25,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7
Male,25 - 45,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Less than 25,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1
Female,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_0,c_days_from_compas_0
Male,Less than 25,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Less than 25,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_1,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Female,Greater than 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,Less than 25,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,Greater than 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Male,25 - 45,F,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_10-15,days_b_screening_arrest_0,c_days_from_compas_0
Male,Less than 25,M,1,non_white,juv_fel_count_0,juv_misd_count_1,juv_other_count_1,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1
Female,Less than 25,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1
Female,25 - 45,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1
Female,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Greater than 45,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_0,c_days_from_compas_1
Male,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7
Male,Greater than 45,M,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_lt_-3,c_days_from_compas_8-14
Male,Greater than 45,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Less than 25,M,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,M,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_1+,c_days_from_compas_29+
Male,25 - 45,M,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Less than 25,F,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Male,25 - 45,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Less than 25,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Greater than 45,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1
Female,Less than 25,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,Less than 25,M,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_1,priors_count_4-6,days_b_screening_arrest_lt_-3,c_days_from_compas_8-14
Male,Greater than 45,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,25 - 45,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1
Female,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_4-6,days_b_screening_arrest_0,c_days_from_compas_2-7
Male,Less than 25,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Male,25 - 45,M,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,M,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1
Female,25 - 45,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7
Male,Less than 25,F,1,non_white,juv_fel_count_0,juv_misd_count_1,juv_other_count_0,priors_count_7-9,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,Less than 25,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,Greater than 45,M,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Male,Greater than 45,M,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Male,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_7-9,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Less than 25,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_7-9,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Less than 25,F,1,non_white,juv_fel_count_0,juv_misd_count_1,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Greater than 45,F,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_15+,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7
Male,25 - 45,M,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_0,c_days_from_compas_1
Male,Less than 25,F,0,non_white,juv_fel_count_0,juv_misd_count_1,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_lt_-3,c_days_from_compas_22-28
Female,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,25 - 45,M,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_-2,c_days_from_compas_2-7
Female,Less than 25,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_0,c_days_from_compas_1
Male,25 - 45,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7
Female,Less than 25,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,M,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Less than 25,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,25 - 45,M,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Male,Greater than 45,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_2-7
Male,25 - 45,F,1,non_white,juv_fel_count_0,juv_misd_count_1,juv_other_count_0,priors_count_10-15,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Less than 25,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_1,priors_count_1,days_b_screening_arrest_0,c_days_from_compas_1
Male,Greater than 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_0,c_days_from_compas_0
Male,25 - 45,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_0
Male,Less than 25,F,1,non_white,juv_fel_count_0,cjuv_misd_count_2+,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,Less than 25,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_2+,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,Greater than 45,M,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Less than 25,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,M,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_1,priors_count_4-6,days_b_screening_arrest_0,c_days_from_compas_0
Male,Less than 25,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-2,c_days_from_compas_2-7
Female,Less than 25,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Greater than 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_0,c_days_from_compas_1
Male,25 - 45,M,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_1,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1
Female,Greater than 45,M,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Less than 25,F,1,non_white,juv_fel_count_1+,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_0,c_days_from_compas_1
Female,Less than 25,F,0,non_white,juv_fel_count_1+,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_lt_-3,c_days_from_compas_15-21
Male,25 - 45,F,0,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_0,c_days_from_compas_1
Male,25 - 45,F,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Male,Less than 25,F,0,non_white,juv_fel_count_0,juv_misd_count_1,juv_other_count_0,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_2-7
Male,Less than 25,M,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1
Male,Less than 25,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_0
Male,Less than 25,F,1,non_white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,25 - 45,M,0,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_0,c_days_from_compas_0
Female,Greater than 45,M,1,white,juv_fel_count_0,juv_misd_count_0,juv_other_count_0,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1
