sex,country_birth,age,economic_status,occupation,household_position,marital_status,citizenship,edu_level,household_size,prev_residence_place,cur_eco_activity
female,1,9,111,1,1122,2,1,5,114,1,111
female,3,6,111,1,1131,1,1,3,112,1,132
female,1,5,120,0,1220,4,1,0,113,1,131
female,3,12,111,0,1131,1,1,1,112,1,136
female,1,8,111,0,1131,1,1,3,112,1,137
male,1,9,111,0,1122,2,1,3,114,1,135
male,1,4,112,0,1210,4,1,5,111,1,135
male,1,7,111,0,1122,2,1,2,114,1,133
female,1,4,112,0,1110,1,1,3,113,1,131
female,1,9,111,0,1122,2,1,3,125,1,131
female,1,5,111,0,1132,1,1,2,113,1,131
female,1,14,111,1,1132,4,2,1,111,1,122
female,1,9,111,0,1121,2,1,3,112,1,137
male,1,5,111,0,1110,1,1,2,114,1,131
female,1,10,111,0,1122,2,1,1,113,1,122
female,1,7,111,0,1122,2,1,3,113,1,135
female,1,12,111,1,1121,2,1,5,112,1,138
female,1,6,111,0,1131,1,1,3,112,1,133
male,1,8,111,0,1122,2,1,3,125,1,131
male,1,10,111,1,1122,2,1,3,113,1,135
female,1,9,111,1,1122,2,1,5,125,1,138
female,1,9,111,0,1122,2,1,3,114,1,138
female,1,8,111,0,1122,2,1,3,114,1,131
male,1,8,111,0,1122,2,1,5,114,2,136
female,1,7,111,1,1122,2,1,4,125,1,138
male,1,8,111,0,1122,2,1,3,114,1,131
female,1,4,112,0,1110,1,1,5,114,1,131
male,3,7,111,0,1122,2,1,2,114,1,138
female,1,6,111,1,1122,2,1,5,114,1,135
female,1,9,111,0,1122,2,1,2,114,1,122
female,2,6,111,0,1122,2,1,2,114,1,131
female,2,6,111,0,1210,1,1,3,111,1,135
female,1,8,120,0,1122,2,1,2,113,1,131
female,1,6,111,1,1110,1,1,5,114,1,138
female,1,7,111,1,1140,1,1,5,112,1,111
male,1,8,111,0,1122,2,1,3,113,1,137
female,1,6,111,0,1110,1,1,3,113,1,138
female,1,10,111,0,1132,1,1,3,113,1,131
female,1,13,111,0,1131,1,1,2,112,1,139
female,3,7,111,0,1140,4,1,1,113,1,136
female,1,10,111,0,1140,3,1,4,113,1,133
female,1,9,111,0,1122,2,1,3,114,1,135
male,1,11,111,1,1122,2,1,3,113,1,135
female,1,9,111,0,1210,4,1,2,111,1,131
male,1,9,111,0,1210,1,1,3,111,1,138
female,1,10,111,0,1132,4,1,2,114,1,133
female,1,11,111,1,1122,2,1,3,114,1,136
male,1,4,111,0,1110,1,1,3,125,1,135
male,1,10,111,0,1122,2,1,2,125,1,136
female,1,12,111,0,1122,2,1,3,113,1,136
female,1,9,111,0,1132,1,1,1,114,1,133
female,1,4,112,0,1110,1,1,3,113,1,135
female,3,10,111,0,1121,2,1,2,112,1,135
female,1,10,111,1,1121,2,1,5,112,1,136
female,1,11,111,0,1210,1,1,3,111,1,138
male,1,11,111,1,1122,2,1,3,114,1,136
female,1,7,111,0,1131,4,1,5,112,1,135
female,1,6,111,0,1110,1,1,1,113,1,133
female,1,10,111,1,1122,2,1,5,126,1,138
female,1,5,111,0,1210,1,1,3,111,1,136
female,1,11,111,0,1121,2,1,1,112,1,138
male,1,10,111,1,1121,2,1,2,112,2,136
male,1,9,111,0,1122,2,1,2,125,1,135
female,1,9,111,0,1122,2,1,3,125,1,122
male,1,10,111,1,1121,2,1,2,112,1,111
male,1,10,111,0,1122,2,1,2,126,2,131
male,1,11,111,1,1122,2,1,5,114,1,122
female,1,7,111,0,1132,4,1,3,113,1,135
male,1,4,111,0,1110,1,1,3,125,2,135
male,1,7,111,1,1122,2,1,2,125,1,122
female,1,11,111,0,1131,1,1,3,112,1,135
female,1,10,111,0,1132,4,1,5,114,1,122
male,1,9,111,0,1122,2,1,3,114,1,134
male,1,7,111,1,1131,1,1,5,112,1,137
female,1,12,111,1,1121,2,1,5,112,1,124
female,1,5,111,0,1110,1,1,3,113,1,139
female,1,6,111,0,1131,3,1,3,112,1,122
male,1,8,111,0,1121,2,1,5,112,1,138
female,1,5,111,0,1110,1,1,2,125,1,131
male,1,7,111,1,1122,2,1,5,113,1,122
female,1,10,111,1,1122,2,1,5,114,1,137
male,1,11,111,0,1121,2,1,1,112,1,131
female,1,9,111,0,1122,2,1,3,126,1,138
female,1,10,111,1,1122,1,2,0,114,1,134
male,1,7,111,0,1121,2,1,4,112,1,135
male,1,7,111,1,1210,4,1,5,111,2,122
male,1,10,111,0,1122,2,1,3,125,1,138
male,1,7,111,0,1122,2,1,5,125,1,138
male,1,5,111,0,1110,1,1,2,114,1,134
male,1,13,111,0,1220,4,1,2,111,1,138
female,1,6,111,1,1131,1,1,5,112,1,135
male,1,8,111,0,1122,2,1,5,114,1,132
male,1,8,120,1,1122,2,1,5,125,1,111
male,1,11,120,1,1122,2,1,3,113,1,111
male,1,6,111,0,1131,4,1,5,112,1,135
female,1,6,111,0,1121,2,1,3,112,1,131
female,1,7,120,0,1121,2,1,3,112,1,135
female,1,12,111,1,1121,2,1,3,112,1,135
male,1,9,111,0,1122,2,1,5,125,1,135
male,1,8,111,0,1122,2,1,5,114,1,134
female,1,13,111,1,1121,2,1,5,112,1,138
male,1,5,112,1,1131,1,1,3,112,1,139
female,1,8,111,0,1122,2,1,2,114,1,136
female,1,9,111,1,1122,2,1,5,114,1,137
female,3,10,111,1,1122,2,1,5,114,1,137
male,1,11,120,0,1131,1,1,3,112,1,138
male,1,10,111,0,1122,2,1,2,126,1,139
male,1,6,111,0,1121,2,1,3,112,1,131
male,2,9,111,0,1122,2,1,3,113,1,133
female,1,5,111,0,1110,1,1,3,113,1,138
female,1,13,111,0,1122,2,1,1,126,1,138
male,1,9,111,1,1122,2,1,5,114,1,124
male,1,8,111,0,1122,2,1,2,113,1,133
male,1,6,111,1,1132,1,1,5,113,1,122
male,1,8,111,0,1122,2,1,3,114,1,138
male,2,7,111,0,1210,1,1,2,111,1,131
male,1,6,111,0,1210,2,1,5,111,1,135
female,1,9,111,0,1122,2,1,3,125,1,135
female,1,11,120,0,1122,2,1,2,113,1,138
male,1,4,112,0,1131,1,1,1,112,1,131
male,1,5,111,0,1131,1,1,3,112,1,132
male,1,6,111,0,1122,2,1,3,114,1,131
male,1,11,111,1,1121,2,1,3,112,1,137
male,1,8,111,0,1122,2,1,3,114,1,134
male,1,8,120,0,1122,2,1,3,113,1,139
male,1,9,111,1,1122,2,1,5,114,1,134
female,2,5,111,1,1210,1,1,5,111,1,135
male,3,11,111,1,1122,2,1,5,113,1,137
female,1,7,111,0,1122,2,1,5,113,1,134
female,1,7,111,1,1131,1,1,5,112,1,122
male,1,9,111,0,1122,2,1,2,125,1,131
male,1,10,111,1,1122,2,1,5,125,1,138
male,1,8,111,0,1122,2,1,1,113,1,134
female,1,6,112,0,1210,1,1,1,111,1,131
male,1,11,111,0,1121,2,1,3,112,1,136
male,1,12,111,1,1121,2,1,5,112,1,137
female,1,12,111,1,1122,2,1,5,113,1,135
male,1,6,111,1,1131,4,1,5,112,1,124
female,1,9,111,0,1122,2,1,2,114,1,138
female,1,5,111,0,1110,1,1,2,113,1,122
female,1,10,111,0,1122,2,1,2,125,1,131
female,1,13,111,0,1210,2,3,1,126,1,122
male,1,10,111,0,1131,1,1,2,112,1,132
male,1,11,111,1,1122,2,1,1,114,1,122
female,1,10,111,1,1122,2,1,5,114,1,135
female,1,10,111,0,1122,2,1,3,125,2,131
female,1,6,111,0,1121,2,1,2,112,1,135
male,1,8,111,0,1122,2,1,1,114,1,131
male,2,12,111,1,1210,1,1,5,111,1,136
female,1,6,111,0,1121,4,1,0,125,1,136
male,1,7,111,0,1210,1,1,2,111,1,135
female,1,4,112,0,1110,1,1,1,114,1,135
male,1,10,111,1,1122,2,1,3,126,1,133
male,2,13,120,0,1122,2,1,2,113,1,139
female,3,6,111,1,1220,4,3,5,112,2,137
male,1,9,111,0,1122,2,1,3,114,1,136
male,1,8,111,0,1122,2,1,5,114,1,135
female,1,5,111,0,1110,1,1,1,114,1,132
male,1,5,111,1,1131,1,1,5,112,1,135
female,1,8,111,0,1122,2,1,3,125,1,138
male,1,9,111,1,1122,2,1,3,114,1,122
male,1,10,111,0,1210,1,1,3,111,1,133
male,1,7,111,0,1122,2,1,3,114,1,131
male,1,7,111,0,1131,1,1,4,112,1,132
male,1,7,111,1,1210,1,1,5,111,1,122
male,1,6,111,1,1110,1,1,5,113,1,135
male,1,9,111,0,1122,2,1,2,114,1,124
female,1,13,111,0,1220,1,1,2,114,1,138
male,1,7,111,1,1210,1,1,5,111,1,136
male,1,9,111,0,1122,2,1,5,114,1,122
male,2,9,111,1,1122,2,1,3,114,1,122
female,1,9,111,1,1121,2,1,5,112,1,137
female,1,14,112,1,1121,1,3,3,126,1,132
female,1,11,120,0,1121,2,1,1,112,1,135
female,1,11,111,0,1210,2,3,3,111,1,138
male,1,9,111,1,1122,2,1,5,113,1,131
male,1,9,111,1,1122,2,1,3,114,1,131
male,1,13,111,1,1121,2,1,5,112,1,111
female,1,8,111,0,1131,1,2,3,112,1,131
male,1,12,111,0,1122,2,1,2,113,1,122
female,1,10,111,1,1122,2,1,5,125,1,124
male,1,4,112,0,1110,1,1,3,114,1,135
male,1,5,111,0,1131,1,1,3,112,1,136
female,1,6,111,0,1131,1,1,1,112,1,131
female,1,6,111,0,1122,2,1,1,113,1,135
male,1,10,111,0,1122,2,1,3,114,1,139
male,1,8,111,0,1122,2,1,2,114,1,131
male,1,8,111,0,1122,2,1,3,113,1,133
female,1,8,111,0,1132,1,1,1,114,1,122
male,1,8,111,0,1122,2,1,3,114,1,122
male,1,9,111,0,1110,1,1,3,113,1,122
female,1,8,111,0,1122,2,1,0,125,1,138
female,2,8,111,0,1132,3,1,3,125,1,138
male,1,4,112,0,1110,1,1,2,125,1,131
female,1,8,111,1,1132,1,1,5,114,1,137
female,1,7,111,1,1110,1,1,5,112,1,137
female,1,10,120,1,1121,2,1,5,112,1,138
female,1,7,111,1,1131,1,1,5,112,1,137
female,3,5,111,0,1110,1,1,3,114,1,138
female,1,9,111,1,1131,1,1,5,112,1,137
female,1,7,111,0,1122,2,1,2,114,1,138
female,1,6,111,0,1131,1,1,3,112,1,139
male,1,8,111,0,1122,2,1,5,114,1,138
female,1,9,111,0,1121,2,1,2,113,1,131
female,1,4,112,0,1110,1,1,2,114,1,132
female,1,8,111,0,1140,4,1,2,113,1,136
female,3,6,111,1,1122,2,1,5,114,1,138
female,3,10,111,0,1122,2,1,3,113,1,124
male,1,11,111,0,1122,2,1,5,126,1,131
female,1,10,111,1,1122,2,1,5,114,1,137
female,1,10,111,0,1140,4,1,3,113,1,131
female,1,10,111,1,1121,2,1,5,112,1,131
male,2,9,120,0,1122,2,1,2,125,1,138
male,1,10,111,1,1121,2,1,5,112,1,137
female,1,8,111,0,1122,2,1,3,114,1,131
male,1,10,111,1,1122,2,1,5,125,1,137
male,1,9,111,1,1121,2,1,5,112,1,137
male,1,12,111,1,1121,2,1,4,112,1,131
female,1,9,111,0,1122,2,1,3,114,1,135
female,1,10,111,1,1122,2,1,3,114,1,124
male,1,9,111,0,1121,2,1,3,112,1,133
male,1,12,111,0,1121,2,1,3,112,1,131
male,1,12,111,1,1121,2,1,5,112,1,122
male,1,7,111,1,1122,2,1,2,126,1,122
female,1,8,112,0,1121,2,3,2,114,1,131
female,1,9,111,0,1132,1,1,2,125,1,134
male,1,7,111,1,1122,2,1,5,113,1,137
female,3,6,111,1,1131,1,1,3,112,1,134
female,3,9,111,0,1210,4,1,1,111,1,131
male,1,6,111,1,1131,1,1,3,112,1,131
male,1,10,111,1,1122,2,1,3,125,1,137
female,1,9,111,0,1122,1,2,2,125,1,135
male,1,8,111,0,1122,2,1,5,114,1,133
male,1,10,111,0,1121,2,2,3,112,1,131
male,1,8,111,0,1132,1,1,5,113,1,132
male,1,12,111,0,1121,2,1,2,112,1,135
female,1,13,120,0,1121,2,1,2,112,1,124
female,1,8,111,0,1122,2,1,5,114,1,139
male,1,5,112,0,1110,1,1,3,113,1,131
female,1,7,111,1,1131,1,1,2,112,1,136
male,3,4,112,1,1210,1,1,5,111,1,111
female,1,7,111,1,1140,1,1,3,113,1,135
male,1,6,120,0,1121,2,1,3,112,1,111
male,1,9,111,1,1121,2,1,5,112,1,133
male,1,6,111,0,1131,4,1,3,112,1,133
female,1,6,120,0,1131,1,1,4,112,1,139
female,1,9,111,0,1140,1,1,1,113,1,111
male,2,6,111,0,1210,4,1,2,111,2,135
female,3,10,111,1,1122,2,1,5,114,1,137
male,1,7,120,1,1122,2,2,3,125,1,131
female,1,6,111,0,1122,2,1,3,113,1,131
female,1,13,120,0,1140,4,1,3,112,1,139
female,1,4,112,0,1110,1,1,2,126,1,135
female,1,6,112,0,1131,1,1,5,112,1,131
male,1,10,111,1,1122,2,1,2,114,1,139
male,1,12,111,0,1122,2,1,3,114,1,122
male,1,8,111,0,1122,2,1,5,113,1,131
male,1,6,111,1,1131,1,1,3,112,1,122
female,1,8,120,0,1122,2,1,3,125,1,139
female,1,9,111,1,1210,1,2,5,111,1,135
female,1,11,111,1,1122,2,1,5,113,1,137
male,1,5,111,0,1131,1,1,3,112,1,137
female,1,9,120,0,1140,4,1,5,112,1,139
male,1,11,111,1,1122,2,1,5,114,1,124
female,1,10,111,0,1121,2,1,3,112,1,122
male,1,8,111,0,1210,1,1,3,111,1,131
male,3,8,111,0,1220,1,1,1,112,1,139
male,1,9,111,0,1122,2,1,3,114,1,131
female,1,9,111,0,1122,2,1,3,126,1,139
female,1,8,111,0,1121,2,1,3,112,1,131
female,1,8,111,0,1122,2,1,3,114,1,131
male,1,10,111,0,1210,1,1,2,111,1,131
male,1,8,120,0,1122,2,1,3,114,1,124
female,1,8,111,0,1122,2,1,1,113,1,135
female,1,9,111,0,1132,3,1,4,125,1,135
female,1,10,111,0,1121,2,1,3,112,1,138
male,1,8,111,0,1122,2,1,5,125,1,136
female,1,4,112,0,1110,1,1,2,113,1,135
male,1,11,111,1,1131,4,1,5,112,1,122
male,1,6,111,0,1110,1,1,2,114,1,139
male,1,12,111,0,1121,2,2,2,112,1,135
male,1,6,111,0,1131,3,1,2,112,1,138
female,1,9,111,0,1121,2,1,5,112,1,135
male,3,7,111,0,1122,2,1,3,125,1,136
male,3,9,111,0,1122,2,1,5,113,1,135
male,1,9,111,1,1122,2,1,5,114,1,138
male,1,9,111,0,1140,3,1,2,113,1,131
male,1,11,111,0,1122,2,1,2,113,1,133
male,1,9,111,1,1122,2,1,3,113,1,132
male,1,4,112,0,1110,1,1,2,126,1,135
female,1,9,111,1,1122,2,1,5,114,1,138
male,1,10,120,1,1131,1,1,5,112,1,111
female,1,10,111,0,1210,1,1,3,111,1,122
male,1,11,111,1,1121,2,1,2,112,1,138
female,1,11,111,0,1122,2,1,3,113,1,136
female,2,13,120,1,1140,3,1,0,113,1,132
female,1,9,111,1,1122,2,1,5,114,1,138
female,1,9,112,0,1122,2,2,3,114,1,131
female,1,13,120,0,1210,1,1,5,111,1,111
female,3,8,120,0,1140,4,1,4,125,1,133
male,1,9,120,0,1122,2,1,2,113,1,139
female,1,5,111,0,1110,1,1,3,114,1,131
male,1,10,111,0,1122,2,1,2,113,1,132
female,1,8,111,0,1122,2,1,2,114,1,132
female,1,9,111,0,1122,2,1,3,125,1,135
female,1,9,111,0,1122,2,1,2,114,1,138
male,1,10,111,1,1122,2,1,5,126,1,122
male,1,4,111,0,1110,1,1,3,114,1,138
female,1,10,111,0,1122,2,1,3,114,1,122
female,1,5,111,0,1210,1,2,2,111,2,135
male,1,4,112,0,1110,1,1,3,114,1,135
female,1,9,111,0,1122,2,1,3,114,1,132
male,3,7,111,1,1210,3,1,5,111,1,131
male,1,10,111,0,1122,2,1,2,114,1,135
female,1,10,111,1,1122,2,1,4,114,1,137
female,3,12,111,1,1210,1,1,5,111,1,137
female,1,8,111,0,1122,2,1,2,114,1,135
female,1,11,120,1,1122,2,1,5,113,1,111
male,3,13,120,0,1121,2,1,2,112,1,139
male,1,5,111,0,1210,2,1,3,111,1,131
female,1,12,111,0,1121,2,1,2,112,1,136
male,3,7,111,0,1122,2,1,1,114,1,135
female,1,6,111,1,1131,1,1,5,112,1,134
male,2,10,111,0,1121,2,1,3,112,1,122
male,1,9,111,0,1122,2,1,3,114,1,135
male,1,9,111,0,1122,2,1,2,114,1,131
female,1,7,111,1,1122,2,1,3,114,1,138
female,1,12,111,1,1210,1,1,3,111,1,138
female,2,8,111,0,1122,2,1,3,113,1,131
male,1,5,112,0,1132,1,1,5,113,1,131
male,1,4,112,0,1110,1,1,2,114,1,132
male,1,4,112,0,1110,1,1,5,125,1,134
female,1,6,111,0,1131,1,1,3,112,1,135
male,1,11,112,0,1122,2,1,1,113,1,131
female,1,10,111,1,1122,2,1,3,114,1,137
female,1,7,111,0,1122,2,1,3,114,1,138
male,1,10,111,0,1122,2,1,3,113,1,134
female,1,10,111,0,1121,2,1,3,112,2,133
male,1,11,111,0,1121,2,1,1,112,1,122
male,1,11,111,0,1121,2,1,4,112,1,139
female,1,5,111,1,1210,1,1,5,111,1,136
female,1,6,111,0,1210,4,1,2,111,1,138
male,1,7,111,0,1122,2,1,2,114,1,138
female,1,10,120,1,1121,2,1,5,112,1,131
female,1,12,111,0,1210,1,1,3,111,1,139
male,1,8,111,0,1122,2,1,3,125,1,131
male,1,10,111,0,1121,2,1,3,112,1,132
female,1,7,111,0,1121,2,1,3,112,1,135
female,1,7,111,1,1131,1,1,3,112,1,122
male,3,9,111,0,1122,2,1,2,126,1,135
male,1,12,111,0,1220,1,1,2,112,1,138
female,2,11,111,0,1122,2,1,2,114,1,111
male,1,10,111,1,1122,2,1,4,125,1,124
female,1,8,111,0,1122,2,1,3,114,1,131
male,2,5,111,0,1110,1,1,3,114,1,138
male,1,8,111,0,1121,2,1,5,112,1,133
female,2,7,111,0,1122,2,1,3,114,1,138
male,1,11,120,0,1122,2,1,2,114,1,132
male,1,8,111,0,1122,2,1,4,113,1,136
female,1,12,111,0,1122,2,1,3,125,1,122
female,1,7,111,0,1122,2,1,3,114,1,122
male,1,9,111,1,1122,2,1,5,125,1,137
male,2,7,111,0,1122,2,1,2,114,1,124
male,1,10,111,1,1122,2,1,5,113,1,122
female,1,9,111,0,1122,2,1,5,113,1,124
female,1,11,120,1,1122,2,1,1,113,2,134
male,1,11,111,1,1210,1,1,5,111,2,135
male,1,7,111,1,1132,1,1,1,113,1,124
male,1,5,111,0,1110,1,1,2,113,1,136
female,1,11,111,1,1121,2,1,5,112,2,135
male,1,11,111,0,1121,2,1,3,112,1,138
male,1,9,111,1,1122,2,1,4,113,1,135
male,1,8,111,0,1210,1,1,3,111,1,139
male,1,4,112,0,1110,1,1,3,126,2,132
female,1,7,111,1,1131,4,1,5,112,1,138
female,1,6,111,0,1121,2,1,1,112,1,131
female,1,11,120,1,1210,4,1,3,111,1,111
male,1,9,111,0,1140,2,1,5,113,1,132
female,1,10,111,1,1210,4,1,5,111,1,138
female,1,9,111,0,1210,1,1,5,111,1,138
female,1,11,111,1,1121,2,1,5,112,1,122
male,1,7,111,1,1122,2,1,3,114,1,133
female,1,4,112,0,1110,1,1,3,113,1,131
male,1,6,111,0,1210,1,1,3,111,1,137
female,1,6,111,0,1131,1,1,2,112,1,134
female,3,9,111,1,1122,2,1,5,114,1,138
female,1,4,112,0,1110,1,1,3,114,1,135
female,1,5,111,0,1110,1,1,2,114,1,131
male,1,6,111,0,1131,3,1,3,112,1,122
female,1,7,111,0,1121,2,1,3,112,1,122
male,1,11,111,1,1122,2,1,5,114,1,135
male,3,10,111,0,1122,2,1,5,113,2,138
male,1,9,111,1,1122,2,1,5,114,1,136
female,1,5,111,1,1110,1,1,3,113,1,135
male,1,12,111,0,1121,2,1,3,112,1,138
male,1,10,120,1,1210,3,1,2,111,1,135
male,1,7,111,1,1121,2,1,3,112,1,122
male,1,4,111,0,1110,1,1,2,125,1,131
male,1,11,111,0,1122,2,1,2,113,1,133
male,1,14,111,0,1220,2,1,1,126,1,122
male,3,13,111,0,1121,2,1,5,112,1,132
male,1,11,111,1,1121,2,1,5,112,1,124
male,1,6,111,0,1121,2,1,3,112,1,133
female,1,6,111,1,1121,2,1,3,112,1,136
male,2,12,111,0,1131,3,3,0,114,1,131
female,1,5,111,1,1210,1,1,5,111,1,138
male,2,11,111,1,1122,2,1,5,114,1,135
male,3,10,111,0,1122,2,1,2,113,1,132
female,1,5,111,1,1110,3,1,1,113,1,133
male,1,7,111,1,1140,4,1,5,113,1,134
male,1,10,111,1,1132,1,1,5,113,1,133
female,1,11,111,0,1122,2,1,2,113,1,131
male,1,10,111,1,1121,2,1,3,112,1,139
female,1,11,111,0,1122,2,1,4,113,1,136
male,1,11,111,0,1122,2,1,3,113,1,131
female,1,5,111,0,1110,1,1,5,113,1,122
female,1,11,120,0,1122,2,1,3,114,1,139
female,1,6,111,0,1131,1,1,3,112,1,131
female,1,8,111,0,1122,2,1,2,113,1,131
male,1,5,111,0,1110,1,1,1,114,1,135
female,1,6,111,1,1210,1,1,5,111,1,138
male,3,7,111,1,1122,2,1,5,113,1,135
male,1,8,111,1,1131,1,1,5,112,1,135
female,1,7,111,0,1122,2,1,2,113,1,122
female,1,10,111,0,1122,2,1,1,114,1,122
female,1,9,111,0,1121,2,1,1,112,1,138
male,1,7,111,0,1122,2,1,4,113,1,131
male,1,9,111,0,1210,4,1,3,111,1,138
male,1,6,111,1,1131,4,1,5,112,1,122
female,3,10,111,1,1122,2,1,2,114,1,135
female,1,7,111,0,1131,1,1,5,112,1,137
male,1,6,111,1,1131,1,1,5,112,1,137
male,1,5,111,0,1131,1,1,3,112,1,134
male,1,4,112,1,1110,1,1,5,125,1,133
male,1,8,111,1,1210,4,1,5,111,1,137
male,1,7,111,0,1122,2,1,2,113,1,131
male,3,8,120,0,1140,2,3,0,111,1,135
male,1,8,111,0,1110,1,1,3,113,1,131
male,1,5,111,0,1220,4,3,3,112,1,138
female,1,4,112,0,1110,1,1,1,114,1,139
female,1,9,111,0,1131,1,1,1,112,1,122
male,1,10,111,1,1132,1,1,5,114,1,137
male,1,13,111,0,1121,2,1,2,112,1,124
female,1,11,111,0,1210,1,1,2,111,1,135
female,1,6,111,0,1131,4,1,2,112,1,135
male,1,11,111,0,1122,3,3,1,111,1,131
female,1,4,112,0,1110,1,1,2,113,1,135
female,1,5,112,0,1121,2,1,4,112,1,131
female,1,4,112,0,1110,1,1,3,114,1,131
female,1,11,120,0,1122,2,1,3,113,1,124
male,1,9,111,0,1210,4,1,3,111,1,132
male,1,5,111,0,1121,2,1,1,112,1,132
male,1,12,120,0,1122,2,1,3,113,1,132
male,1,10,111,0,1122,2,1,3,113,1,139
female,1,12,111,0,1210,1,1,1,111,1,135
female,1,5,112,1,1110,1,1,5,114,1,135
female,1,9,111,0,1110,1,1,2,112,1,138
male,1,4,112,0,1110,1,1,2,112,1,122
female,1,9,111,0,1122,2,1,5,114,1,131
male,3,6,111,1,1210,4,1,5,111,1,135
male,2,9,111,0,1122,2,1,2,125,1,122
female,1,5,112,0,1110,1,1,3,114,1,133
female,1,10,120,1,1122,2,1,5,113,1,135
female,1,7,111,1,1210,1,1,5,111,1,122
male,1,11,111,0,1121,2,1,3,112,1,133
male,1,10,120,1,1122,2,1,3,114,1,135
female,1,9,111,0,1110,1,1,3,114,1,137
male,1,10,111,0,1122,2,1,1,114,1,133
female,1,7,111,0,1122,2,1,5,113,1,135
male,1,7,111,0,1122,2,1,3,113,1,131
male,3,5,111,0,1110,1,1,2,125,1,138
female,1,11,111,0,1131,1,1,3,112,1,133
male,1,15,111,0,1210,1,1,2,111,1,122
male,1,6,111,1,1122,2,1,3,113,1,137
female,1,8,111,0,1122,2,1,5,126,1,138
female,1,12,111,1,1121,2,1,2,112,1,134
male,1,12,111,0,1121,2,1,3,112,1,133
female,1,5,111,0,1210,1,1,3,111,1,131
female,1,7,111,1,1131,4,1,3,112,1,134
female,1,6,111,1,1140,4,1,5,112,1,138
female,1,12,111,0,1122,2,1,3,113,1,138
female,1,11,111,1,1122,2,1,3,114,1,122
male,1,12,111,1,1210,4,1,2,111,1,138
female,1,10,120,0,1122,2,1,3,125,1,124
female,1,9,111,0,1210,1,1,4,112,1,139
female,1,12,120,1,1121,2,1,5,112,1,131
male,1,7,111,0,1122,2,1,5,113,1,122
female,1,8,111,0,1122,2,1,2,114,1,132
female,1,7,111,1,1121,2,1,5,112,1,139
male,1,8,111,0,1122,2,1,3,114,1,131
female,1,12,111,0,1121,2,1,3,112,1,135
male,1,7,111,0,1122,2,1,3,125,1,131
female,1,5,112,0,1110,1,1,2,125,1,135
male,1,7,111,1,1210,1,1,3,111,1,111
female,1,11,111,1,1131,1,1,3,112,1,135
male,1,10,111,1,1122,2,1,5,114,1,137
female,1,9,111,0,1210,1,1,5,111,1,135
male,1,11,111,0,1122,2,2,1,114,1,122
male,1,7,111,1,1131,1,1,1,112,1,131
male,1,10,120,0,1122,2,1,1,114,1,132
female,1,10,111,1,1210,1,1,5,111,1,122
male,1,11,111,1,1131,1,1,5,112,1,122
female,1,7,111,0,1210,1,1,2,111,1,132
male,1,10,120,1,1121,2,1,3,112,1,131
female,1,10,111,0,1131,1,1,4,112,1,136
male,1,11,111,1,1122,2,1,3,113,1,135
male,1,8,111,0,1122,2,1,3,125,1,138
male,2,9,111,0,1122,2,1,3,114,1,138
male,1,10,120,1,1132,1,1,5,114,1,132
female,1,7,111,1,1210,1,1,3,111,1,124
female,1,6,111,1,1131,1,1,5,112,1,138
male,1,5,111,0,1110,1,1,2,126,1,132
female,1,7,111,1,1122,2,1,5,113,1,138
male,1,10,111,1,1122,2,1,3,114,1,135
male,3,4,112,0,1210,1,1,3,111,1,131
male,1,6,120,0,1210,1,1,3,111,1,139
female,1,9,111,0,1140,4,1,1,112,1,131
male,1,7,111,1,1210,1,1,2,111,1,135
female,1,8,111,0,1122,2,1,2,125,1,138
male,1,8,111,0,1121,2,1,2,112,1,136
male,1,9,111,0,1122,2,1,1,126,1,132
female,1,8,111,1,1122,2,1,5,114,1,137
male,1,6,111,1,1131,4,1,3,112,1,122
male,1,10,111,0,1122,2,1,2,126,1,124
male,1,4,111,0,1110,1,1,2,125,1,131
female,1,5,112,1,1131,1,1,5,112,1,134
female,1,6,111,0,1131,4,1,3,112,1,136
female,1,10,120,0,1122,2,1,3,114,1,133
female,1,6,111,1,1210,1,1,5,111,1,138
male,1,8,111,1,1122,2,1,5,113,1,122
female,1,9,111,1,1210,1,1,5,111,1,138
female,1,13,111,0,1121,2,1,3,112,1,131
female,1,7,111,0,1122,2,1,3,125,1,131
male,1,6,112,1,1122,2,1,4,113,1,131
female,1,6,111,1,1132,1,1,5,113,1,124
male,1,12,111,0,1121,2,1,3,112,1,138
male,1,8,111,0,1122,2,1,5,113,1,138
female,1,6,111,0,1131,1,1,3,112,1,138
male,1,6,112,1,1122,2,1,5,113,1,136
female,1,10,111,1,1210,1,1,3,111,1,136
female,1,8,111,0,1210,4,1,3,111,1,136
male,1,7,111,0,1110,1,1,3,114,1,131
female,1,7,111,1,1210,1,1,5,111,1,139
female,1,11,120,0,1122,2,1,4,113,1,132
female,1,6,111,0,1131,1,1,3,112,1,122
female,1,8,111,0,1131,1,1,5,112,1,138
female,1,6,111,1,1122,2,1,5,113,1,135
female,1,11,111,0,1121,2,1,1,112,1,132
male,1,7,111,0,1132,1,1,2,113,1,131
female,1,12,111,1,1121,2,1,4,112,1,122
male,1,11,111,0,1121,2,1,3,112,1,135
male,1,7,111,0,1210,1,1,1,111,1,131
male,1,12,111,1,1210,4,1,5,111,1,122
female,1,9,120,0,1122,2,1,3,113,1,139
female,1,8,111,0,1132,4,1,5,114,1,134
male,1,8,120,0,1122,2,1,3,114,1,135
male,1,11,111,0,1122,2,1,3,125,1,131
