sex,cur_eco_activity,household_position,country_birth,economic_status,household_size,age,citizenship,occupation,marital_status,edu_level,prev_residence_place
male,139,1210,1,111,112,11,1,0,3,2,1
female,131,1122,1,111,112,6,1,0,3,0,1
male,131,1121,1,111,114,9,1,1,2,2,1
male,122,1121,1,111,112,8,1,1,2,1,1
female,137,1132,1,111,112,7,1,1,1,5,1
male,137,1122,1,111,114,9,1,1,2,5,1
female,131,1122,1,111,112,4,1,0,1,2,1
female,134,1110,1,112,111,10,3,0,3,0,1
male,135,1122,1,111,111,9,1,0,4,3,1
male,133,1131,1,111,113,11,1,1,4,3,1
female,137,1210,1,111,111,8,1,1,1,3,1
female,138,1122,1,111,112,4,1,0,2,5,1
female,135,1122,1,111,114,6,1,0,2,2,1
male,122,1122,1,111,113,11,1,0,2,5,1
female,132,1132,1,120,114,8,2,0,4,2,1
female,138,1131,1,112,114,8,1,1,1,4,1
male,135,1132,1,111,112,7,2,0,1,3,1
male,135,1122,1,120,112,7,1,1,2,5,1
female,138,1140,1,111,112,12,1,0,4,2,1
male,136,1122,1,112,113,8,1,1,2,5,1
male,131,1122,2,111,111,11,1,0,1,3,1
female,135,1121,2,111,114,9,1,0,2,3,1
female,137,1121,1,111,111,11,1,1,4,5,1
male,134,1122,1,120,126,11,1,1,2,5,1
male,122,1122,1,111,112,12,1,1,1,5,1
male,139,1122,1,111,125,10,1,0,2,2,1
female,136,1122,3,111,113,11,1,0,2,3,1
male,135,1110,1,111,114,10,1,0,1,1,1
female,138,1121,1,111,114,9,1,1,4,5,1
female,135,1210,1,111,113,10,1,1,2,1,1
female,135,1122,1,111,113,10,1,0,2,1,1
male,135,1122,1,111,114,4,1,0,2,5,1
male,139,1122,1,111,113,8,1,0,2,3,1
female,138,1121,1,111,125,10,1,1,4,4,1
female,122,1122,1,111,112,6,1,1,1,5,1
male,138,1131,1,111,114,8,1,1,1,5,1
male,138,1122,2,111,111,8,1,1,3,5,1
male,131,1122,1,111,114,8,1,0,2,3,1
female,131,1121,1,111,112,5,1,0,2,3,1
male,122,1122,1,111,113,8,1,1,2,5,1
female,137,1122,1,111,113,8,1,0,2,1,1
male,132,1210,1,111,125,9,1,1,3,3,1
female,131,1131,1,111,112,9,1,1,1,3,1
male,122,1210,1,111,114,4,1,0,3,3,1
male,133,1121,1,111,114,4,1,0,2,3,1
male,131,1121,1,111,114,10,1,0,2,3,1
male,131,1110,1,111,113,10,1,0,4,3,1
male,133,1121,1,111,112,12,1,1,2,5,1
male,139,1122,1,111,113,11,1,0,2,3,1
female,137,1122,1,120,126,8,1,1,2,5,1
male,139,1122,1,111,112,9,1,1,3,5,1
female,137,1131,1,111,114,8,1,1,4,5,1
female,132,1140,3,111,112,6,1,0,1,2,1
female,134,1121,1,111,113,7,1,1,2,5,1
male,136,1122,1,111,114,5,1,0,2,2,1
female,135,1132,3,111,113,10,1,1,1,5,1
female,132,1122,1,111,113,6,1,0,2,3,1
female,134,1122,1,111,114,8,1,0,2,3,1
female,139,1121,1,111,112,12,1,0,2,3,1
female,135,1110,1,112,126,4,1,0,1,2,1
female,137,1122,1,111,112,6,1,1,2,5,1
male,135,1122,1,111,113,7,1,1,2,5,1
female,135,1122,1,111,112,12,1,0,3,2,1
male,133,1122,1,111,113,11,1,1,2,3,1
male,124,1121,1,111,114,6,1,0,2,2,1
male,124,1210,1,111,113,13,1,0,2,3,1
female,138,1122,1,111,113,10,1,0,2,2,1
male,131,1121,1,111,113,9,1,1,2,3,1
female,131,1122,1,111,112,12,1,1,2,3,1
female,138,1122,1,111,112,11,1,1,1,5,1
male,122,1131,1,111,125,8,1,0,3,2,1
female,137,1121,1,111,111,9,1,1,3,5,1
male,111,1110,1,112,125,9,1,1,1,4,1
female,138,1140,1,111,114,7,1,0,1,1,1
female,122,1110,1,111,113,6,1,1,1,3,1
male,122,1110,1,111,111,8,1,0,2,1,1
female,139,1110,1,111,114,7,1,0,1,3,1
male,124,1122,1,111,111,7,1,1,3,3,1
male,136,1122,1,111,112,12,1,1,3,5,1
female,111,1210,1,111,112,8,1,1,2,2,1
male,139,1220,1,120,114,10,1,0,3,3,1
female,138,1122,1,111,113,7,1,1,4,5,1
male,137,1210,1,111,112,14,1,1,3,5,1
male,122,1121,1,111,125,9,1,1,2,2,1
male,135,1121,1,111,112,6,1,1,2,5,1
male,133,1121,1,111,114,5,1,0,4,2,1
female,122,1122,1,111,111,12,1,0,3,3,1
female,131,1122,1,111,112,12,1,0,2,3,1
female,138,1122,1,111,114,9,1,1,2,5,1
male,136,1121,1,111,125,4,1,0,2,3,1
male,135,1131,1,111,112,6,1,0,1,2,1
male,134,1110,1,111,111,11,1,1,3,3,1
male,133,1131,1,112,114,11,1,1,1,3,1
male,122,1210,1,111,112,8,1,0,2,3,1
female,138,1122,1,111,112,7,1,1,3,3,1
female,137,1210,1,111,112,7,1,1,3,5,1
male,133,1110,1,111,114,5,1,0,1,3,1
female,138,1140,1,111,112,5,1,0,4,2,1
female,122,1121,1,111,111,12,1,0,4,4,1
female,139,1210,1,111,113,11,1,0,3,1,1
female,136,1121,1,111,112,6,1,1,2,5,1
male,124,1210,1,111,112,6,1,0,2,3,1
female,138,1121,1,112,126,9,1,1,4,5,1
male,122,1122,1,111,114,10,1,1,2,3,1
male,131,1122,1,111,112,11,1,1,1,5,1
male,136,1131,1,111,111,6,1,0,3,3,1
female,138,1210,1,112,126,13,1,1,2,3,1
male,133,1110,1,111,114,6,1,0,1,2,1
female,137,1122,1,111,125,9,1,1,2,5,1
male,135,1122,1,111,125,9,1,0,2,3,1
male,138,1121,3,111,114,12,1,0,4,5,1
male,124,1122,1,111,125,9,1,1,2,2,1
female,131,1131,1,111,114,9,1,0,1,2,1
female,138,1132,1,120,125,8,1,0,1,3,1
male,133,1121,3,111,114,10,1,1,2,5,1
male,133,1122,1,111,114,5,1,0,2,2,1
male,133,1122,1,111,113,4,1,0,2,5,1
female,138,1122,1,111,111,12,1,0,4,3,1
male,131,1122,1,111,125,8,1,0,2,2,1
female,138,1121,1,111,114,7,1,0,2,3,1
male,122,1121,1,111,112,7,1,0,2,1,1
male,137,1122,1,120,125,11,1,1,2,3,1
male,111,1121,1,111,112,7,1,0,2,5,1
female,136,1132,3,111,112,10,1,1,4,5,1
female,111,1121,1,111,114,8,1,1,2,2,1
female,135,1122,1,111,112,11,1,1,4,3,1
female,138,1122,1,111,114,5,1,0,2,3,1
male,138,1122,1,111,114,8,1,1,2,5,1
male,137,1121,1,120,125,8,1,0,2,3,1
female,136,1210,3,111,125,7,1,0,1,3,1
male,111,1121,1,111,112,12,1,1,2,3,1
female,131,1131,2,111,113,11,2,0,1,1,2
male,122,1122,1,111,114,8,1,1,2,5,1
male,133,1121,1,111,113,5,1,1,2,5,1
female,135,1210,1,111,112,6,1,1,1,5,1
female,131,1122,1,111,114,7,1,0,2,1,1
female,135,1122,1,111,114,8,1,0,2,0,1
female,137,1121,1,111,125,7,1,1,2,5,1
male,135,1131,1,111,111,10,1,1,4,5,1
male,135,1121,1,120,126,8,1,0,3,3,1
male,135,1131,1,120,112,11,1,0,1,2,1
female,131,1140,3,111,111,14,1,1,1,3,1
female,138,1122,1,111,112,6,1,1,4,5,1
female,131,1110,1,112,114,9,1,0,1,3,1
female,131,1220,2,120,111,11,1,0,1,2,2
female,136,1121,1,111,111,12,1,1,3,5,1
male,133,1122,1,111,112,7,1,0,1,3,1
female,138,1122,1,111,111,10,1,0,2,2,1
male,133,1131,1,111,125,4,1,0,2,3,1
female,131,1140,1,111,112,11,1,1,1,5,1
male,131,1110,1,111,126,5,1,0,1,2,1
female,137,1122,1,111,112,10,1,0,3,1,1
male,131,1122,1,111,112,14,1,0,2,3,1
male,122,1122,1,111,113,8,1,0,2,2,1
male,135,1210,1,111,112,6,1,0,2,3,1
male,136,1122,1,111,114,9,1,1,2,5,1
female,138,1122,1,111,114,9,1,0,2,1,1
male,131,1121,1,111,112,10,1,1,2,3,1
female,138,1220,1,112,112,6,1,1,1,5,1
female,131,1132,1,111,113,11,1,0,1,2,1
female,122,1122,1,111,112,9,1,1,4,5,1
female,133,1131,1,111,114,4,1,0,1,0,1
male,136,1121,3,120,112,10,1,0,2,3,1
female,138,1110,1,112,114,6,1,1,1,5,1
male,137,1122,1,111,125,4,1,1,2,5,1
male,122,1122,1,111,114,9,1,1,2,2,1
male,139,1121,1,111,112,11,1,0,2,3,1
female,137,1122,1,111,112,11,1,1,3,5,1
female,131,1122,1,111,114,5,1,0,2,3,1
male,122,1122,1,111,125,9,1,1,2,5,1
female,131,1122,1,111,113,10,1,1,2,5,1
female,139,1121,1,111,114,7,1,0,2,3,1
female,131,1122,1,120,112,12,1,1,3,4,1
female,131,1122,1,111,111,7,1,0,4,2,1
female,131,1121,1,120,113,5,1,0,2,3,2
male,136,1122,1,111,111,8,1,1,2,5,1
male,122,1122,1,111,114,10,1,0,2,2,1
female,135,1122,2,120,114,6,1,0,2,5,1
female,137,1122,1,111,112,7,1,0,4,3,1
male,131,1110,1,111,114,9,1,0,1,1,1
female,131,1140,1,111,112,11,1,1,1,3,1
male,111,1122,1,111,113,10,1,1,2,3,2
male,136,1122,1,111,112,6,1,0,3,3,1
male,122,1131,1,111,111,7,1,1,4,3,1
female,138,1121,1,111,125,8,1,0,2,3,1
male,124,1122,1,120,125,10,1,1,2,5,1
male,135,1131,1,120,112,9,1,1,1,5,1
female,138,1210,1,112,112,8,1,0,2,1,1
male,133,1121,1,111,112,9,1,0,2,3,1
male,111,1121,1,111,114,10,1,1,2,3,1
male,137,1122,1,120,113,9,1,1,2,5,1
male,122,1131,1,111,112,11,1,0,1,3,1
male,131,1210,1,112,113,12,1,0,2,3,1
male,135,1131,1,111,113,12,1,1,1,3,1
female,138,1210,1,112,126,10,1,1,3,3,1
male,111,1210,3,111,111,7,1,1,1,3,1
male,134,1121,1,111,112,8,1,1,2,5,1
male,139,1140,1,111,111,7,1,1,4,5,1
male,122,1122,1,111,126,9,1,0,2,1,1
male,122,1121,1,111,114,7,1,1,2,5,1
female,122,1122,1,111,113,10,1,1,2,4,1
female,131,1210,1,111,114,5,1,1,1,2,1
male,122,1122,1,111,113,10,1,0,2,3,1
male,136,1121,1,111,114,9,1,0,2,2,1
female,137,1122,1,111,114,11,1,1,2,5,1
male,124,1122,1,120,113,8,1,1,2,5,1
female,131,1110,3,111,125,9,1,0,1,3,1
female,139,1122,1,111,111,9,1,0,4,5,1
male,136,1210,1,111,112,13,1,1,2,5,1
female,138,1122,1,111,113,10,1,1,2,5,1
male,131,1122,1,111,125,9,1,1,2,3,1
male,131,1110,1,111,113,6,1,0,1,2,1
female,138,1210,1,111,112,11,1,1,1,3,1
female,137,1122,1,111,111,6,1,1,4,3,1
female,122,1122,1,111,114,9,1,0,2,3,1
male,138,1121,3,111,114,12,1,0,3,5,1
male,137,1121,1,120,112,6,1,1,2,5,1
female,138,1210,1,111,113,6,1,1,4,3,1
female,136,1121,1,111,111,11,1,1,2,5,1
female,131,1210,1,111,113,11,1,1,1,3,1
female,131,1131,1,111,111,7,1,1,4,3,1
female,135,1131,1,111,114,7,1,1,4,3,1
female,131,1110,3,120,113,5,2,0,1,5,1
male,135,1122,1,111,112,13,1,1,2,5,1
male,132,1121,1,111,113,11,1,1,2,5,1
female,135,1122,1,111,111,11,1,0,2,2,1
female,138,1122,1,111,114,8,1,1,2,5,1
female,131,1121,1,111,114,5,1,0,2,2,1
male,136,1122,1,111,125,4,1,1,2,5,1
female,136,1121,1,111,111,7,1,1,2,2,2
male,139,1122,1,111,113,12,1,1,2,5,1
female,131,1121,1,120,112,12,1,0,2,2,1
male,139,1122,2,111,112,11,1,0,4,5,2
female,131,1131,2,111,112,6,1,1,1,5,1
male,124,1210,1,111,114,8,1,1,1,3,1
female,132,1122,1,111,112,7,1,0,1,1,1
male,135,1122,2,111,113,6,1,0,2,5,1
female,122,1122,1,111,114,10,1,1,2,3,1
male,131,1210,1,111,125,8,1,0,2,3,1
male,135,1210,1,111,114,7,1,0,3,3,1
female,131,1110,1,111,114,5,1,1,1,5,1
female,135,1121,1,111,114,9,1,0,2,1,1
female,138,1210,1,111,114,7,1,1,2,5,1
male,133,1131,1,111,113,8,1,0,1,4,1
male,138,1122,1,111,113,7,1,0,2,2,1
female,137,1131,3,111,112,8,1,1,1,5,2
male,131,1110,1,112,125,9,2,0,1,2,1
male,133,1131,1,111,114,4,1,0,2,5,1
female,135,1121,1,111,112,11,1,0,2,2,1
male,137,1210,1,111,112,12,1,0,2,3,1
female,135,1121,1,120,111,9,1,0,2,2,1
female,136,1122,1,111,112,7,1,1,1,3,1
male,137,1122,1,111,112,13,1,1,2,4,1
female,133,1122,1,120,114,8,1,0,2,3,1
male,122,1210,1,111,114,10,1,0,4,3,1
female,138,1122,1,111,114,10,1,0,2,1,1
female,132,1132,1,111,111,8,1,1,1,5,1
male,134,1122,3,111,114,6,1,0,2,3,1
male,122,1121,1,111,112,12,1,0,2,3,1
female,137,1121,1,111,111,5,1,1,4,5,1
female,137,1210,1,111,112,8,1,1,2,3,1
female,139,1121,1,111,112,6,1,1,2,5,2
male,139,1210,1,111,114,7,1,0,1,2,2
male,131,1210,1,112,125,11,1,1,4,2,1
female,137,1122,1,111,113,7,1,0,2,2,1
male,131,1122,1,111,112,5,1,0,4,3,1
female,137,1132,1,111,113,6,1,1,1,5,1
male,135,1210,1,111,125,11,1,1,3,2,1
male,133,1122,1,111,112,13,2,1,2,3,1
male,111,1122,1,111,112,7,1,1,2,2,1
male,135,1110,1,111,113,10,1,0,1,2,1
male,122,1121,1,111,112,5,1,0,2,1,1
female,137,1210,1,111,114,10,1,1,4,3,1
male,131,1121,1,111,114,8,1,0,2,3,1
male,134,1131,1,111,112,12,1,1,1,5,1
male,135,1122,1,111,113,7,1,0,2,2,1
male,135,1122,1,111,112,12,1,1,1,5,1
male,136,1210,1,111,113,8,1,1,2,3,1
male,138,1122,1,111,112,7,1,1,4,5,1
male,133,1122,1,111,114,9,1,1,2,3,1
male,136,1121,1,111,113,7,1,0,2,3,1
male,137,1122,1,111,112,6,1,1,3,5,1
male,139,1110,1,112,111,6,1,0,3,2,1
female,135,1122,1,111,114,12,1,0,2,1,1
female,135,1210,1,111,114,8,1,0,4,2,1
female,138,1122,1,111,114,10,1,0,2,3,1
male,136,1122,1,111,114,8,1,0,2,4,1
female,137,1121,1,111,112,9,1,0,2,3,1
male,122,1122,1,111,114,9,1,1,2,5,1
male,137,1122,1,111,112,13,1,1,1,5,1
male,131,1110,1,111,125,10,1,0,1,3,1
male,136,1210,1,112,114,6,1,1,3,5,1
female,134,1121,3,111,126,4,1,0,2,3,1
male,134,1220,1,111,113,6,1,0,4,1,1
male,135,1122,1,111,112,8,1,1,4,5,1
female,137,1122,1,111,111,8,1,1,2,5,1
male,138,1132,1,111,114,11,1,1,1,5,1
female,133,1110,1,111,113,10,1,1,1,4,1
male,131,1122,1,111,114,5,1,0,2,2,1
female,137,1122,1,111,112,12,1,1,2,4,1
female,135,1122,1,111,113,9,1,1,2,2,1
male,133,1122,1,111,114,9,1,0,2,2,1
female,131,1210,1,112,125,8,1,1,4,3,1
female,135,1122,1,111,114,9,1,0,2,2,1
male,131,1122,1,111,114,11,1,1,2,5,1
male,134,1131,1,111,114,10,1,1,2,3,1
male,135,1132,1,111,112,12,1,0,1,1,1
male,135,1122,1,111,114,10,1,1,2,3,1
male,139,1122,1,111,111,11,1,1,1,5,1
male,136,1220,1,111,114,4,1,0,2,2,1
female,131,1132,1,111,113,10,1,1,1,3,1
female,137,1121,1,111,125,9,1,1,2,3,1
female,136,1122,1,120,113,5,1,0,2,1,1
male,135,1122,1,111,114,11,1,1,2,5,1
female,135,1122,1,111,114,9,1,0,2,4,1
male,135,1110,1,111,113,5,1,0,1,5,1
male,138,1122,1,111,126,9,1,1,2,5,1
female,137,1122,3,111,114,8,1,0,2,3,1
female,138,1121,1,111,112,6,1,1,2,5,1
male,132,1110,1,120,114,4,1,0,1,3,1
male,135,1110,1,112,112,7,1,1,1,4,1
female,135,1121,1,111,113,9,1,1,2,4,1
male,131,1122,1,111,112,7,1,0,1,3,1
male,135,1110,1,111,114,7,2,0,1,3,1
female,138,1122,1,111,113,10,1,1,2,5,1
female,135,1110,3,111,112,10,1,0,1,2,1
female,138,1121,1,111,113,10,1,0,2,1,1
male,135,1121,1,111,114,5,1,1,2,5,1
male,122,1210,1,111,114,8,1,0,2,3,1
male,131,1210,1,111,112,9,1,0,1,3,1
male,131,1210,1,111,113,10,1,1,3,3,1
male,131,1210,1,111,112,11,1,1,2,3,1
female,138,1122,1,111,114,7,1,1,2,5,1
female,135,1140,1,111,113,8,1,0,4,2,1
female,135,1122,1,111,113,10,1,0,2,3,1
male,131,1131,1,111,112,9,1,1,4,3,1
female,134,1121,1,111,111,9,1,0,2,3,1
female,131,1122,1,111,114,7,1,0,2,3,1
female,135,1122,1,111,113,6,1,0,2,2,1
male,124,1122,1,111,112,6,1,0,3,3,1
female,138,1122,1,111,113,5,1,1,2,5,1
male,138,1121,1,111,113,5,1,1,2,5,1
female,131,1140,3,111,113,11,1,1,1,2,2
female,139,1122,1,120,126,8,1,1,2,5,1
female,134,1121,1,111,125,4,1,0,1,4,1
male,122,1210,1,120,125,11,1,0,2,3,2
male,131,1110,1,111,113,6,1,0,1,2,1
female,138,1110,1,111,112,7,1,0,1,2,1
female,134,1122,1,111,112,6,1,0,1,3,1
male,136,1122,1,111,112,12,1,1,2,5,1
male,131,1210,1,111,126,5,1,0,1,3,1
female,138,1140,1,111,112,10,1,0,3,2,1
male,131,1110,1,111,112,12,1,1,1,3,1
male,137,1210,1,112,111,10,1,1,1,5,1
male,136,1131,1,111,125,11,1,1,2,5,1
male,136,1210,1,120,114,6,1,0,2,2,1
female,131,1131,1,111,114,10,1,0,1,2,1
female,135,1122,1,111,112,10,1,1,2,5,2
female,137,1122,1,111,114,8,1,1,2,3,1
female,131,1121,1,111,113,11,1,0,2,3,1
female,137,1122,3,111,111,10,1,1,4,5,1
male,131,1220,1,111,112,11,1,0,4,3,1
female,135,1122,3,111,111,10,1,1,3,5,1
female,133,1140,1,111,114,8,1,0,4,3,1
male,135,1110,1,112,112,8,1,1,1,5,1
male,135,1121,1,111,114,8,1,1,2,5,1
male,122,1122,3,111,113,4,1,0,2,3,2
male,122,1122,1,111,125,9,1,1,2,5,1
male,135,1122,2,111,125,8,1,1,2,5,1
male,137,1132,1,111,111,6,1,1,1,5,2
female,139,1121,1,111,125,5,1,0,2,2,1
male,134,1210,1,112,111,8,1,1,1,5,1
female,138,1121,1,111,112,4,1,0,2,3,1
male,122,1131,1,111,112,13,1,0,1,1,1
female,134,1110,1,111,111,7,1,1,1,3,1
male,135,1131,1,111,112,7,1,0,1,3,1
female,138,1122,1,111,114,4,1,0,2,3,1
male,137,1210,1,111,112,8,1,1,1,5,1
female,138,1121,1,111,125,4,1,0,2,3,1
male,135,1110,1,112,114,4,1,0,1,5,1
male,136,1122,1,111,114,7,1,1,2,4,1
female,131,1131,1,111,112,11,1,0,1,2,1
female,134,1132,1,111,114,8,1,0,1,3,1
male,138,1122,1,111,114,4,1,0,2,2,1
female,138,1140,1,111,112,6,1,0,4,2,1
female,133,1122,1,120,114,10,2,1,2,5,1
male,134,1121,1,111,114,10,1,0,2,2,1
female,139,1122,1,111,125,10,1,0,2,2,1
female,132,1131,1,111,114,7,1,0,4,3,1
female,131,1131,1,111,113,7,1,0,1,2,1
female,133,1122,3,111,113,11,1,1,2,2,1
male,122,1131,1,111,112,8,1,0,1,1,1
female,132,1110,1,112,125,10,1,0,1,2,1
female,138,1131,1,111,114,9,1,1,3,2,1
female,139,1121,1,111,113,7,1,0,2,1,1
male,135,1122,1,111,114,5,1,1,2,5,1
male,136,1122,1,111,112,5,1,0,2,3,1
female,135,1210,1,111,112,11,1,1,2,5,1
female,139,1210,1,111,112,8,1,0,2,3,1
male,122,1122,1,120,113,14,1,0,2,5,1
female,137,1122,1,111,114,7,1,1,2,5,1
male,135,1210,1,112,111,7,1,1,1,5,2
female,138,1122,1,111,114,7,1,0,2,3,1
female,138,1210,1,111,111,7,1,1,1,5,1
female,135,1122,1,111,112,9,1,0,4,2,1
female,131,1110,1,111,113,4,1,0,1,1,1
male,122,1210,1,111,112,10,1,0,2,3,1
female,135,1122,1,111,113,8,1,0,2,2,1
female,124,1210,1,111,114,8,1,1,2,3,1
male,135,1210,1,111,111,8,1,1,1,3,1
male,131,1132,1,111,114,8,1,0,1,3,1
male,131,1121,1,111,114,8,1,0,1,5,1
male,131,1122,1,111,112,7,1,0,2,2,1
female,137,1131,1,111,114,8,1,1,3,5,1
female,131,1210,1,112,111,8,1,0,1,3,1
female,135,1122,1,111,112,8,1,0,2,4,1
female,131,1131,1,111,125,9,1,0,3,3,1
male,131,1131,1,111,112,6,1,0,4,2,1
female,132,1122,1,111,112,8,1,1,3,2,1
female,137,1131,1,111,112,9,1,1,4,5,1
female,132,1110,1,112,114,4,1,0,1,3,1
female,138,1122,1,111,114,8,1,0,2,3,1
male,135,1122,1,111,111,6,1,0,3,2,1
male,139,1122,1,111,111,8,1,0,3,3,1
male,135,1122,1,111,112,11,1,1,2,5,1
male,135,1110,1,111,125,7,1,0,1,3,1
female,111,1122,1,111,114,8,1,1,2,2,1
male,122,1122,1,111,125,4,1,0,2,1,1
male,131,1110,1,112,111,7,1,0,2,3,1
female,122,1131,1,111,125,9,1,1,4,3,1
male,132,1122,1,111,114,7,1,0,2,2,1
female,138,1210,1,112,111,6,1,0,1,4,1
female,131,1121,1,111,113,7,1,0,2,3,1
female,131,1121,1,111,111,12,1,1,4,3,1
male,131,1131,1,111,113,5,1,0,1,3,1
female,137,1122,1,111,125,8,1,1,2,3,1
female,138,1121,1,111,113,4,1,0,2,5,1
male,131,1210,1,111,126,9,1,0,1,2,1
male,135,1122,1,111,112,6,1,0,4,3,1
female,137,1131,1,112,126,9,1,1,4,5,1
male,131,1121,1,111,112,7,1,1,2,1,1
female,137,1110,1,111,114,10,1,1,1,5,1
male,135,1220,1,111,113,7,1,0,1,3,1
female,122,1122,1,111,114,4,1,0,2,5,1
female,138,1122,1,111,112,7,1,0,1,3,1
female,139,1122,1,111,113,5,1,0,2,3,1
female,122,1140,1,111,114,8,1,0,1,3,1
female,135,1122,1,111,112,7,1,0,4,1,1
male,135,1121,1,120,114,9,1,1,1,2,1
female,138,1121,1,111,113,8,1,1,2,5,1
male,139,1132,1,111,112,4,1,0,3,2,1
female,136,1122,1,111,112,7,1,0,4,3,1
female,132,1131,1,111,114,8,1,0,1,3,1
female,135,1210,1,111,112,9,1,1,2,5,1
male,135,1122,1,111,125,5,1,1,2,5,1
male,131,1122,1,111,126,9,1,1,2,3,1
male,131,1131,1,111,112,7,1,1,1,5,1
female,138,1121,1,120,113,6,1,0,2,2,1
female,135,1110,1,111,113,11,1,0,1,2,1
female,131,1122,1,111,112,5,1,0,3,2,1
female,122,1140,1,112,111,12,2,1,1,5,1
female,135,1121,3,111,111,10,1,0,4,3,1
male,136,1122,3,111,114,8,1,0,2,3,1
male,131,1110,1,111,114,4,1,0,1,1,1
male,137,1122,1,111,113,8,1,1,2,5,1
male,131,1131,1,111,125,9,1,0,2,3,1
female,137,1122,1,111,111,11,1,1,3,5,1
male,122,1210,1,111,125,9,1,0,2,0,1
female,135,1210,1,111,114,8,1,1,1,4,1
male,137,1122,1,111,113,8,1,1,2,5,1
male,138,1122,1,111,111,11,1,1,2,5,1
male,131,1121,1,111,111,7,1,0,2,2,1
female,133,1132,1,111,112,5,1,1,3,3,1
male,131,1110,3,112,125,8,1,0,1,3,1
male,139,1121,1,111,112,15,1,1,2,5,1
female,138,1121,1,111,114,7,1,0,2,1,1
male,133,1110,1,111,112,6,1,0,1,3,1
male,122,1122,1,111,114,4,1,0,2,5,1
female,138,1140,3,111,112,6,1,0,4,2,2
male,124,1110,1,112,113,7,1,1,1,2,1
male,138,1122,1,111,114,9,1,1,2,3,1
female,138,1132,1,111,114,10,1,1,1,5,1
male,122,1122,1,111,114,4,1,0,2,1,1
female,135,1122,1,111,111,12,1,1,1,5,1
female,137,1110,1,111,111,6,1,1,3,5,1
male,122,1122,1,111,111,6,1,0,1,1,1
male,122,1110,1,111,114,9,1,1,1,3,1
female,138,1210,1,111,113,10,1,1,4,3,1
female,135,1140,3,111,125,7,1,0,3,1,1
male,122,1122,1,111,114,10,1,0,2,2,1
male,136,1122,1,111,114,7,1,1,2,5,1
male,122,1121,1,111,113,11,1,0,2,1,1
female,137,1122,1,111,112,11,1,1,1,5,1
female,138,1122,1,111,112,5,1,1,2,5,1
male,124,1122,1,111,113,6,1,1,2,2,1
male,122,1121,1,111,114,10,1,1,2,1,1
male,124,1122,1,120,114,4,1,0,2,5,1
male,135,1122,1,111,111,11,1,1,2,5,1
female,138,1132,1,111,112,7,1,1,2,5,1
male,135,1122,1,120,113,10,1,0,2,3,1
male,111,1121,1,111,114,4,1,1,2,2,1
female,111,1122,1,111,112,6,1,0,3,2,1
female,135,1140,1,111,112,5,1,0,4,2,1
male,135,1122,1,111,111,6,1,1,2,5,1
male,132,1131,1,111,114,8,1,0,1,3,1
female,138,1122,1,111,114,8,1,1,2,3,1
female,122,1122,1,111,112,12,1,0,2,3,1
female,131,1121,1,111,112,9,1,1,2,3,1
female,131,1121,1,111,114,10,1,0,2,3,1
female,138,1121,1,111,112,5,1,0,2,3,1
male,136,1210,1,111,114,7,1,0,2,3,1
female,131,1122,1,111,112,13,1,1,3,2,1
male,136,1122,1,111,114,9,1,0,2,3,1
male,133,1122,1,111,112,10,1,0,1,3,2
male,138,1122,1,111,114,4,1,0,2,3,1
female,131,1110,1,111,112,5,1,0,1,3,1
female,139,1122,1,111,111,5,1,0,1,5,1
female,138,1122,1,111,125,4,1,0,2,5,1
male,135,1121,1,120,126,12,1,0,1,3,1
male,135,1210,1,111,111,7,1,1,1,3,1
female,111,1132,1,111,113,14,1,1,1,2,1
female,138,1121,1,111,113,10,1,0,2,3,1
female,131,1210,1,111,112,7,1,0,1,3,1
female,132,1210,1,111,112,13,1,0,1,2,1
male,131,1122,1,111,111,11,1,0,1,3,1
female,132,1131,1,120,113,6,1,0,1,3,1
female,111,1122,1,111,111,6,1,1,2,1,1
female,138,1110,1,112,111,10,1,1,3,5,1
female,135,1110,1,111,111,5,1,0,2,2,1
female,138,1110,3,112,111,9,1,1,1,5,1
male,122,1122,1,120,114,5,1,0,2,3,1
female,131,1121,1,111,112,6,1,0,2,3,1
male,135,1122,1,111,112,12,1,1,3,3,1
female,137,1122,1,111,113,8,1,1,2,5,1
female,137,1132,1,111,113,9,1,1,1,5,1
male,139,1210,1,111,112,7,1,0,4,5,1
male,122,1121,1,111,114,8,1,0,2,3,1
female,132,1210,1,111,112,5,1,0,2,5,1
female,131,1110,1,112,114,8,1,0,1,3,1
male,133,1122,1,111,126,4,1,0,2,1,1
male,122,1122,1,111,125,4,1,0,2,5,1
male,131,1122,1,111,112,10,1,0,1,3,1
female,135,1131,1,120,125,4,3,0,2,1,1
male,131,1122,1,111,113,8,1,0,2,3,1
female,137,1140,1,111,114,7,1,1,4,5,1
male,131,1131,1,111,111,6,1,0,2,3,1
male,135,1122,1,111,114,9,1,1,2,5,1
male,137,1131,1,120,111,7,1,1,4,5,2
male,111,1121,1,111,125,8,1,1,2,3,1
male,133,1122,1,111,112,5,1,0,2,2,1
male,135,1121,1,111,125,5,1,1,2,5,1
female,124,1122,1,111,113,5,1,1,2,1,1
male,139,1122,1,111,113,5,1,0,2,3,1
male,137,1210,1,111,114,9,1,1,3,5,1
female,135,1140,3,111,114,10,1,1,1,5,1
female,136,1110,1,111,113,10,1,1,1,5,1
male,111,1210,1,111,112,12,1,1,2,3,1
