sex,juv_fel_count_cat,juv_misd_count_cat,c_charge_degree,age_cat,priors_count_cat,race_cat,days_b_screening_arrest_cat,c_days_from_compas_cat,two_year_recid,juv_other_count_cat
Male,juv_fel_count_0,juv_misd_count_0,M,Less than 25,priors_count_0,white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_4-6,non_white,days_b_screening_arrest_-1,c_days_from_compas_29+,0,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_7-9,white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_1,white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_1+,juv_misd_count_0,M,25 - 45,priors_count_1,white,days_b_screening_arrest_lt_-3,c_days_from_compas_29+,0,juv_other_count_2+
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_4-6,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,F,Greater than 45,priors_count_1,white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_4-6,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_0,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_2-3,non_white,days_b_screening_arrest_0,c_days_from_compas_1,1,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_0,white,days_b_screening_arrest_-2,c_days_from_compas_22-28,1,juv_other_count_1
Male,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_2-3,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_7-9,white,days_b_screening_arrest_0,c_days_from_compas_0,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,Greater than 45,priors_count_4-6,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_1,F,Less than 25,priors_count_1,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,F,Greater than 45,priors_count_1,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_0,white,days_b_screening_arrest_-2,c_days_from_compas_2-7,0,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,M,Greater than 45,priors_count_2-3,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_10-15,non_white,days_b_screening_arrest_0,c_days_from_compas_0,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,Greater than 45,priors_count_0,white,days_b_screening_arrest_0,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_7-9,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Greater than 45,priors_count_7-9,white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_1+,cjuv_misd_count_2+,F,25 - 45,priors_count_2-3,white,days_b_screening_arrest_0,c_days_from_compas_0,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,Greater than 45,priors_count_4-6,white,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_7-9,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_15+,white,days_b_screening_arrest_-1,c_days_from_compas_2-7,1,juv_other_count_0
Male,juv_fel_count_0,cjuv_misd_count_2+,M,Greater than 45,priors_count_0,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_4-6,white,days_b_screening_arrest_0,c_days_from_compas_1,0,juv_other_count_0
Female,juv_fel_count_1+,juv_misd_count_0,F,Greater than 45,priors_count_2-3,white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_7-9,non_white,days_b_screening_arrest_0,c_days_from_compas_0,1,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_1,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_1
Female,juv_fel_count_0,juv_misd_count_1,M,Greater than 45,priors_count_1,white,days_b_screening_arrest_lt_-3,c_days_from_compas_22-28,0,juv_other_count_1
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_7-9,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Greater than 45,priors_count_0,non_white,days_b_screening_arrest_0,c_days_from_compas_8-14,1,juv_other_count_2+
Male,juv_fel_count_0,juv_misd_count_0,M,Greater than 45,priors_count_15+,non_white,days_b_screening_arrest_-1,missing,0,juv_other_count_1
Female,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_1,white,days_b_screening_arrest_-2,missing,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_0,non_white,days_b_screening_arrest_0,c_days_from_compas_0,1,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_4-6,non_white,days_b_screening_arrest_0,c_days_from_compas_0,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_0,white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_1,non_white,days_b_screening_arrest_lt_-3,c_days_from_compas_15-21,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_2-3,non_white,days_b_screening_arrest_0,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_2-3,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_2+
Male,juv_fel_count_1+,juv_misd_count_0,M,25 - 45,priors_count_10-15,white,days_b_screening_arrest_0,c_days_from_compas_0,0,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_1,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,M,Less than 25,priors_count_1,white,days_b_screening_arrest_-2,c_days_from_compas_0,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_2-3,non_white,days_b_screening_arrest_0,c_days_from_compas_1,0,juv_other_count_1
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_10-15,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_1,F,Less than 25,priors_count_2-3,white,days_b_screening_arrest_-2,c_days_from_compas_15-21,0,juv_other_count_0
Male,juv_fel_count_1+,juv_misd_count_0,M,25 - 45,priors_count_0,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,Less than 25,priors_count_4-6,non_white,days_b_screening_arrest_0,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_4-6,non_white,days_b_screening_arrest_-1,c_days_from_compas_2-7,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_2-3,white,days_b_screening_arrest_0,c_days_from_compas_0,0,juv_other_count_0
Female,juv_fel_count_0,cjuv_misd_count_2+,F,25 - 45,priors_count_10-15,non_white,days_b_screening_arrest_0,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_2-3,white,days_b_screening_arrest_-1,missing,0,juv_other_count_2+
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_0,non_white,days_b_screening_arrest_-1,c_days_from_compas_0,0,juv_other_count_0
Female,juv_fel_count_1+,juv_misd_count_0,M,25 - 45,priors_count_7-9,white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_1+,juv_misd_count_0,F,25 - 45,priors_count_10-15,white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_2-3,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_2+
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_15+,non_white,days_b_screening_arrest_0,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_1,non_white,days_b_screening_arrest_0,c_days_from_compas_0,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,Less than 25,priors_count_2-3,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_0,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_1
Female,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_0,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_1,white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Greater than 45,priors_count_15+,white,days_b_screening_arrest_1+,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,Greater than 45,priors_count_0,white,days_b_screening_arrest_0,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_1+,juv_misd_count_0,F,25 - 45,priors_count_10-15,white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Female,juv_fel_count_1+,juv_misd_count_0,F,25 - 45,priors_count_0,white,days_b_screening_arrest_0,c_days_from_compas_0,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_4-6,white,days_b_screening_arrest_1+,c_days_from_compas_22-28,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_4-6,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_0,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_0,white,days_b_screening_arrest_-1,c_days_from_compas_0,0,juv_other_count_1
Male,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_1,white,days_b_screening_arrest_-2,c_days_from_compas_1,1,juv_other_count_2+
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_0,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_1,white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,M,Less than 25,priors_count_4-6,non_white,days_b_screening_arrest_1+,c_days_from_compas_8-14,1,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_10-15,white,days_b_screening_arrest_0,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_7-9,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,cjuv_misd_count_2+,F,Greater than 45,priors_count_4-6,non_white,days_b_screening_arrest_-1,c_days_from_compas_8-14,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_0,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_2-3,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_0,white,days_b_screening_arrest_1+,c_days_from_compas_0,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,Greater than 45,priors_count_0,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_1,non_white,days_b_screening_arrest_0,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,cjuv_misd_count_2+,F,25 - 45,priors_count_10-15,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_1,white,days_b_screening_arrest_0,c_days_from_compas_0,1,juv_other_count_2+
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_4-6,white,days_b_screening_arrest_0,c_days_from_compas_0,0,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_4-6,white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,Less than 25,priors_count_0,white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_2-3,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_10-15,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_10-15,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,cjuv_misd_count_2+,M,25 - 45,priors_count_1,non_white,days_b_screening_arrest_0,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_1,white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_10-15,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Greater than 45,priors_count_2-3,non_white,days_b_screening_arrest_0,c_days_from_compas_0,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_0,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_7-9,non_white,days_b_screening_arrest_lt_-3,c_days_from_compas_8-14,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_2-3,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_1+,juv_misd_count_0,F,25 - 45,priors_count_7-9,white,days_b_screening_arrest_lt_-3,c_days_from_compas_22-28,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_0,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_0,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Greater than 45,priors_count_0,white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,25 - 45,priors_count_1,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Greater than 45,priors_count_2-3,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Female,juv_fel_count_0,cjuv_misd_count_2+,F,25 - 45,priors_count_2-3,white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,M,Less than 25,priors_count_0,non_white,days_b_screening_arrest_-1,c_days_from_compas_2-7,0,juv_other_count_1
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_0,non_white,days_b_screening_arrest_0,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_2-3,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_0,white,days_b_screening_arrest_lt_-3,c_days_from_compas_8-14,0,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_1,M,25 - 45,priors_count_0,white,days_b_screening_arrest_0,c_days_from_compas_0,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,Greater than 45,priors_count_0,white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_1+,juv_misd_count_0,F,Less than 25,priors_count_1,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_7-9,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Greater than 45,priors_count_1,white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_0,white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_0,white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_2-3,non_white,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7,1,juv_other_count_1
Female,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_2-3,non_white,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7,1,juv_other_count_0
Female,juv_fel_count_1+,juv_misd_count_0,F,Less than 25,priors_count_0,white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_10-15,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_0,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_0,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,Less than 25,priors_count_4-6,non_white,days_b_screening_arrest_lt_-3,c_days_from_compas_22-28,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_2-3,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Greater than 45,priors_count_7-9,white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_1,F,25 - 45,priors_count_1,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Greater than 45,priors_count_7-9,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_1,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_4-6,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,25 - 45,priors_count_10-15,non_white,days_b_screening_arrest_lt_-3,c_days_from_compas_8-14,1,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,F,Less than 25,priors_count_2-3,non_white,days_b_screening_arrest_0,c_days_from_compas_0,0,juv_other_count_0
Male,juv_fel_count_0,cjuv_misd_count_2+,M,25 - 45,priors_count_4-6,non_white,days_b_screening_arrest_-1,c_days_from_compas_1,0,juv_other_count_0
Male,juv_fel_count_0,juv_misd_count_0,M,Greater than 45,priors_count_1,white,days_b_screening_arrest_0,c_days_from_compas_1,0,juv_other_count_0
Female,juv_fel_count_0,juv_misd_count_0,F,Greater than 45,priors_count_2-3,white,days_b_screening_arrest_-1,c_days_from_compas_1,1,juv_other_count_0
Female,juv_fel_count_1+,juv_misd_count_0,F,25 - 45,priors_count_15+,non_white,days_b_screening_arrest_-2,c_days_from_compas_2-7,1,juv_other_count_0
