sex,juv_other_count_cat,juv_fel_count_cat,race_cat,age_cat,priors_count_cat,c_charge_degree,juv_misd_count_cat,two_year_recid,c_days_from_compas_cat,days_b_screening_arrest_cat
Male,juv_other_count_0,juv_fel_count_0,white,Less than 25,priors_count_0,F,juv_misd_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,white,Less than 25,priors_count_0,F,juv_misd_count_1,1,c_days_from_compas_1,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_0,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_4-6,M,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_0,M,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_1+
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_4-6,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_0,M,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,Greater than 45,priors_count_7-9,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_2-3,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_1,juv_fel_count_0,non_white,25 - 45,priors_count_0,F,juv_misd_count_0,1,missing,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,non_white,Less than 25,priors_count_0,F,juv_misd_count_0,0,c_days_from_compas_2-7,days_b_screening_arrest_lt_-3
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_0,M,juv_misd_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_other_count_1,juv_fel_count_0,non_white,Less than 25,priors_count_1,M,juv_misd_count_0,0,c_days_from_compas_2-7,days_b_screening_arrest_-2
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_0,M,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_0
Male,juv_other_count_2+,juv_fel_count_0,white,Greater than 45,priors_count_0,M,juv_misd_count_0,1,c_days_from_compas_8-14,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,non_white,Less than 25,priors_count_0,M,juv_misd_count_0,1,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,non_white,Greater than 45,priors_count_0,M,juv_misd_count_0,1,c_days_from_compas_2-7,days_b_screening_arrest_lt_-3
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_4-6,M,juv_misd_count_0,0,c_days_from_compas_2-7,days_b_screening_arrest_-2
Female,juv_other_count_0,juv_fel_count_1+,non_white,Greater than 45,priors_count_10-15,F,juv_misd_count_1,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_4-6,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,white,Greater than 45,priors_count_2-3,M,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_4-6,M,juv_misd_count_0,0,c_days_from_compas_29+,days_b_screening_arrest_1+
Male,juv_other_count_1,juv_fel_count_0,white,Greater than 45,priors_count_1,M,juv_misd_count_0,0,c_days_from_compas_29+,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_15+,F,juv_misd_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,non_white,Greater than 45,priors_count_0,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_1,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_10-15,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,Greater than 45,priors_count_10-15,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_2-3,M,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,white,Greater than 45,priors_count_0,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_other_count_0,juv_fel_count_0,non_white,Less than 25,priors_count_0,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_other_count_0,juv_fel_count_0,white,Less than 25,priors_count_2-3,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_1+,non_white,Greater than 45,priors_count_15+,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_0,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_2+,juv_fel_count_1+,white,Greater than 45,priors_count_10-15,M,juv_misd_count_1,1,c_days_from_compas_15-21,days_b_screening_arrest_lt_-3
Female,juv_other_count_0,juv_fel_count_1+,non_white,Greater than 45,priors_count_2-3,F,cjuv_misd_count_2+,0,c_days_from_compas_1,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_7-9,M,juv_misd_count_0,0,c_days_from_compas_15-21,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,non_white,Less than 25,priors_count_2-3,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_0,M,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_0,M,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_other_count_0,juv_fel_count_0,non_white,Less than 25,priors_count_2-3,M,juv_misd_count_0,1,c_days_from_compas_0,days_b_screening_arrest_lt_-3
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_0,M,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_4-6,M,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_1,M,juv_misd_count_0,1,missing,days_b_screening_arrest_-2
Female,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_4-6,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_1,juv_fel_count_0,white,Less than 25,priors_count_10-15,F,juv_misd_count_1,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_1+,white,25 - 45,priors_count_7-9,F,juv_misd_count_0,1,c_days_from_compas_15-21,days_b_screening_arrest_-1
Female,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_10-15,F,juv_misd_count_0,0,c_days_from_compas_29+,days_b_screening_arrest_lt_-3
Male,juv_other_count_0,juv_fel_count_0,non_white,Less than 25,priors_count_1,F,juv_misd_count_0,1,c_days_from_compas_22-28,days_b_screening_arrest_lt_-3
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_2-3,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_1+,white,Less than 25,priors_count_4-6,M,cjuv_misd_count_2+,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_2+,juv_fel_count_0,non_white,Less than 25,priors_count_2-3,F,juv_misd_count_0,0,c_days_from_compas_8-14,days_b_screening_arrest_0
Female,juv_other_count_0,juv_fel_count_1+,white,25 - 45,priors_count_7-9,F,juv_misd_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_0,M,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_2-3,M,juv_misd_count_0,1,c_days_from_compas_22-28,days_b_screening_arrest_lt_-3
Male,juv_other_count_2+,juv_fel_count_0,white,25 - 45,priors_count_7-9,F,juv_misd_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_0,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_0,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_7-9,F,juv_misd_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_2-3,F,juv_misd_count_0,0,c_days_from_compas_8-14,days_b_screening_arrest_lt_-3
Female,juv_other_count_2+,juv_fel_count_0,white,Less than 25,priors_count_10-15,M,cjuv_misd_count_2+,0,c_days_from_compas_15-21,days_b_screening_arrest_lt_-3
Male,juv_other_count_0,juv_fel_count_0,non_white,Less than 25,priors_count_7-9,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_1,F,juv_misd_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Female,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_1,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,Less than 25,priors_count_7-9,M,juv_misd_count_0,0,c_days_from_compas_22-28,days_b_screening_arrest_lt_-3
Male,juv_other_count_0,juv_fel_count_0,non_white,Greater than 45,priors_count_0,M,juv_misd_count_0,1,c_days_from_compas_0,days_b_screening_arrest_0
Female,juv_other_count_0,juv_fel_count_1+,non_white,Greater than 45,priors_count_10-15,F,juv_misd_count_0,1,c_days_from_compas_29+,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_4-6,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_4-6,M,juv_misd_count_0,1,c_days_from_compas_0,days_b_screening_arrest_-1
Female,juv_other_count_0,juv_fel_count_0,non_white,Less than 25,priors_count_4-6,M,juv_misd_count_1,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_1,M,juv_misd_count_0,1,c_days_from_compas_0,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_7-9,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_10-15,F,cjuv_misd_count_2+,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_other_count_0,juv_fel_count_0,non_white,Less than 25,priors_count_7-9,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_0,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,Less than 25,priors_count_4-6,F,juv_misd_count_0,1,c_days_from_compas_2-7,days_b_screening_arrest_-1
Male,juv_other_count_1,juv_fel_count_0,non_white,Less than 25,priors_count_2-3,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_0,F,juv_misd_count_0,1,c_days_from_compas_0,days_b_screening_arrest_0
Female,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_1,M,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-2
Male,juv_other_count_0,juv_fel_count_0,white,Greater than 45,priors_count_1,F,juv_misd_count_0,1,c_days_from_compas_15-21,days_b_screening_arrest_-2
Female,juv_other_count_0,juv_fel_count_1+,non_white,25 - 45,priors_count_4-6,F,juv_misd_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_other_count_1,juv_fel_count_0,white,25 - 45,priors_count_2-3,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_lt_-3
Male,juv_other_count_0,juv_fel_count_0,white,Less than 25,priors_count_1,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,white,Greater than 45,priors_count_0,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_other_count_0,juv_fel_count_0,non_white,Less than 25,priors_count_1,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_1+,white,25 - 45,priors_count_0,M,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_2-3,M,juv_misd_count_0,0,c_days_from_compas_0,days_b_screening_arrest_1+
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_1,F,juv_misd_count_0,1,c_days_from_compas_22-28,days_b_screening_arrest_lt_-3
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_0,F,juv_misd_count_0,1,c_days_from_compas_2-7,days_b_screening_arrest_0
Male,juv_other_count_1,juv_fel_count_0,non_white,Less than 25,priors_count_2-3,F,juv_misd_count_1,1,c_days_from_compas_1,days_b_screening_arrest_0
Female,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_7-9,M,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_0,F,juv_misd_count_0,1,c_days_from_compas_2-7,days_b_screening_arrest_1+
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_0,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_1+
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_0,M,juv_misd_count_0,1,c_days_from_compas_0,days_b_screening_arrest_-2
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_4-6,F,juv_misd_count_0,0,c_days_from_compas_2-7,days_b_screening_arrest_-2
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_4-6,F,juv_misd_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Female,juv_other_count_0,juv_fel_count_1+,white,Greater than 45,priors_count_0,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_1,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_1,F,juv_misd_count_0,0,c_days_from_compas_15-21,days_b_screening_arrest_-2
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_7-9,M,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_0
Female,juv_other_count_0,juv_fel_count_1+,white,25 - 45,priors_count_0,F,cjuv_misd_count_2+,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_10-15,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_7-9,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,Greater than 45,priors_count_2-3,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_other_count_1,juv_fel_count_0,white,25 - 45,priors_count_1,F,juv_misd_count_0,1,c_days_from_compas_8-14,days_b_screening_arrest_1+
Male,juv_other_count_0,juv_fel_count_1+,non_white,Greater than 45,priors_count_2-3,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_2-3,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,white,Less than 25,priors_count_1,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_0,M,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_1+,non_white,25 - 45,priors_count_1,M,cjuv_misd_count_2+,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,Less than 25,priors_count_2-3,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_4-6,M,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_lt_-3
Male,juv_other_count_0,juv_fel_count_0,non_white,Greater than 45,priors_count_1,M,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,white,Less than 25,priors_count_2-3,M,juv_misd_count_0,1,c_days_from_compas_2-7,days_b_screening_arrest_lt_-3
Female,juv_other_count_1,juv_fel_count_0,non_white,Less than 25,priors_count_1,F,cjuv_misd_count_2+,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,Greater than 45,priors_count_4-6,M,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,Less than 25,priors_count_0,M,juv_misd_count_0,1,c_days_from_compas_2-7,days_b_screening_arrest_lt_-3
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_1,M,juv_misd_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_other_count_2+,juv_fel_count_0,non_white,Less than 25,priors_count_0,F,cjuv_misd_count_2+,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_1+,white,25 - 45,priors_count_1,F,juv_misd_count_0,1,c_days_from_compas_0,days_b_screening_arrest_-2
Male,juv_other_count_0,juv_fel_count_0,white,Less than 25,priors_count_2-3,M,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_2-3,M,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,Less than 25,priors_count_2-3,F,juv_misd_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Female,juv_other_count_1,juv_fel_count_1+,white,Less than 25,priors_count_0,M,juv_misd_count_1,0,missing,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,white,Less than 25,priors_count_0,F,cjuv_misd_count_2+,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,white,25 - 45,priors_count_0,M,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,white,Greater than 45,priors_count_4-6,M,juv_misd_count_0,1,c_days_from_compas_8-14,days_b_screening_arrest_lt_-3
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_10-15,F,juv_misd_count_0,1,c_days_from_compas_8-14,days_b_screening_arrest_lt_-3
Male,juv_other_count_0,juv_fel_count_0,non_white,Greater than 45,priors_count_4-6,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_1,juv_fel_count_1+,non_white,25 - 45,priors_count_7-9,F,juv_misd_count_1,0,missing,days_b_screening_arrest_-1
Female,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_0,M,juv_misd_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,non_white,25 - 45,priors_count_2-3,M,juv_misd_count_0,1,c_days_from_compas_8-14,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,non_white,Less than 25,priors_count_0,F,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_1,juv_fel_count_0,non_white,25 - 45,priors_count_2-3,M,juv_misd_count_0,1,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_other_count_0,juv_fel_count_0,non_white,Greater than 45,priors_count_2-3,M,juv_misd_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_other_count_0,juv_fel_count_0,non_white,Greater than 45,priors_count_2-3,F,juv_misd_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
