sex,priors_count_cat,juv_other_count_cat,age_cat,c_charge_degree,race_cat,two_year_recid,days_b_screening_arrest_cat,c_days_from_compas_cat,juv_fel_count_cat,juv_misd_count_cat
Male,priors_count_2-3,juv_other_count_0,Less than 25,F,white,0,days_b_screening_arrest_-1,c_days_from_compas_0,juv_fel_count_1+,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,Less than 25,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,M,white,0,days_b_screening_arrest_lt_-3,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_2-3,juv_other_count_0,Greater than 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_0,juv_other_count_0,Greater than 45,F,white,0,days_b_screening_arrest_0,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_1,juv_other_count_0,Less than 25,M,non_white,0,days_b_screening_arrest_1+,c_days_from_compas_0,juv_fel_count_0,cjuv_misd_count_2+
Male,priors_count_1,juv_other_count_0,25 - 45,M,non_white,0,days_b_screening_arrest_-2,c_days_from_compas_2-7,juv_fel_count_0,juv_misd_count_0
Female,priors_count_7-9,juv_other_count_2+,25 - 45,M,non_white,0,days_b_screening_arrest_-2,c_days_from_compas_8-14,juv_fel_count_1+,juv_misd_count_0
Male,priors_count_10-15,juv_other_count_0,25 - 45,F,white,0,days_b_screening_arrest_lt_-3,c_days_from_compas_0,juv_fel_count_0,juv_misd_count_0
Female,priors_count_1,juv_other_count_0,25 - 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_22-28,juv_fel_count_0,juv_misd_count_0
Female,priors_count_4-6,juv_other_count_0,Less than 25,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_1,juv_other_count_0,25 - 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_1,25 - 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_1+,cjuv_misd_count_2+
Female,priors_count_1,juv_other_count_0,Greater than 45,M,white,0,days_b_screening_arrest_0,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,F,non_white,0,days_b_screening_arrest_0,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,Less than 25,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_2-7,juv_fel_count_0,juv_misd_count_0
Male,priors_count_1,juv_other_count_0,Greater than 45,F,non_white,0,days_b_screening_arrest_-2,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,Greater than 45,M,non_white,0,days_b_screening_arrest_0,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,Less than 25,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_7-9,juv_other_count_0,25 - 45,F,white,0,days_b_screening_arrest_-1,c_days_from_compas_0,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,Greater than 45,F,white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_1,juv_other_count_0,25 - 45,M,white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_1,25 - 45,M,white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_0,Greater than 45,F,white,0,days_b_screening_arrest_lt_-3,c_days_from_compas_22-28,juv_fel_count_1+,juv_misd_count_0
Female,priors_count_0,juv_other_count_0,25 - 45,M,white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_0,Less than 25,F,non_white,0,days_b_screening_arrest_-2,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_4-6,juv_other_count_1,25 - 45,M,non_white,0,days_b_screening_arrest_-2,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_0,25 - 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_15-21,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_0,Greater than 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_10-15,juv_other_count_2+,Less than 25,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_15-21,juv_fel_count_0,cjuv_misd_count_2+
Female,priors_count_0,juv_other_count_0,Less than 25,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_4-6,juv_other_count_0,Greater than 45,M,white,0,days_b_screening_arrest_lt_-3,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_2-3,juv_other_count_0,Less than 25,M,non_white,0,days_b_screening_arrest_0,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_7-9,juv_other_count_1,Less than 25,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,Less than 25,F,non_white,0,days_b_screening_arrest_0,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_1,juv_other_count_0,25 - 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,Greater than 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_0,25 - 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_4-6,juv_other_count_0,25 - 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_0,Less than 25,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_0,juv_fel_count_1+,juv_misd_count_1
Male,priors_count_0,juv_other_count_0,25 - 45,F,non_white,0,days_b_screening_arrest_0,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_15+,juv_other_count_0,Greater than 45,F,white,0,days_b_screening_arrest_0,c_days_from_compas_2-7,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_0,Less than 25,F,white,0,days_b_screening_arrest_-1,c_days_from_compas_2-7,juv_fel_count_0,juv_misd_count_0
Female,priors_count_0,juv_other_count_0,Less than 25,F,non_white,0,days_b_screening_arrest_lt_-3,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_7-9,juv_other_count_1,25 - 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_4-6,juv_other_count_0,25 - 45,F,white,0,days_b_screening_arrest_-1,c_days_from_compas_29+,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_0,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,Greater than 45,F,non_white,0,days_b_screening_arrest_-2,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,Greater than 45,M,white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_1,juv_other_count_0,Less than 25,M,non_white,0,days_b_screening_arrest_lt_-3,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_0,juv_other_count_0,25 - 45,F,white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_0,Greater than 45,M,white,0,days_b_screening_arrest_-2,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_1
Male,priors_count_7-9,juv_other_count_0,25 - 45,M,white,0,days_b_screening_arrest_-1,c_days_from_compas_15-21,juv_fel_count_1+,juv_misd_count_0
Female,priors_count_0,juv_other_count_0,Greater than 45,M,white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_1,juv_other_count_2+,25 - 45,F,white,0,days_b_screening_arrest_1+,c_days_from_compas_29+,juv_fel_count_1+,juv_misd_count_0
Male,priors_count_1,juv_other_count_0,25 - 45,F,white,0,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_0,25 - 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_0,Greater than 45,M,white,0,days_b_screening_arrest_lt_-3,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_1
Male,priors_count_0,juv_other_count_0,Greater than 45,F,white,0,days_b_screening_arrest_0,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_1,juv_other_count_0,Greater than 45,F,white,0,days_b_screening_arrest_-2,c_days_from_compas_2-7,juv_fel_count_0,juv_misd_count_0
Female,priors_count_0,juv_other_count_0,Less than 25,M,non_white,0,days_b_screening_arrest_0,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_1,juv_other_count_0,25 - 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_1,juv_other_count_0,Less than 25,F,non_white,0,days_b_screening_arrest_0,c_days_from_compas_2-7,juv_fel_count_1+,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,Less than 25,F,non_white,0,days_b_screening_arrest_0,c_days_from_compas_0,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_1,Less than 25,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_0,Greater than 45,F,non_white,0,days_b_screening_arrest_lt_-3,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_1,juv_other_count_0,Greater than 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_2-7,juv_fel_count_0,juv_misd_count_0
Female,priors_count_0,juv_other_count_0,Greater than 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_0,25 - 45,F,white,0,days_b_screening_arrest_-2,c_days_from_compas_2-7,juv_fel_count_0,juv_misd_count_0
Male,priors_count_1,juv_other_count_0,25 - 45,M,white,0,days_b_screening_arrest_-1,c_days_from_compas_0,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_1,juv_other_count_0,25 - 45,M,white,0,days_b_screening_arrest_lt_-3,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_4-6,juv_other_count_0,25 - 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_1,juv_other_count_0,Less than 25,M,white,0,days_b_screening_arrest_0,c_days_from_compas_22-28,juv_fel_count_0,juv_misd_count_1
Male,priors_count_0,juv_other_count_0,Greater than 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_15-21,juv_fel_count_0,juv_misd_count_1
Male,priors_count_1,juv_other_count_0,Greater than 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_4-6,juv_other_count_0,Greater than 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_0,juv_fel_count_0,juv_misd_count_0
Female,priors_count_1,juv_other_count_0,25 - 45,F,white,0,days_b_screening_arrest_-1,c_days_from_compas_0,juv_fel_count_0,juv_misd_count_0
Male,priors_count_1,juv_other_count_0,25 - 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_4-6,juv_other_count_0,Greater than 45,M,white,0,days_b_screening_arrest_-1,c_days_from_compas_2-7,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,M,white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_1,juv_other_count_0,Less than 25,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_0,juv_other_count_0,Less than 25,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,M,non_white,0,days_b_screening_arrest_1+,c_days_from_compas_0,juv_fel_count_0,juv_misd_count_1
Male,priors_count_7-9,juv_other_count_2+,Less than 25,F,non_white,0,days_b_screening_arrest_0,c_days_from_compas_0,juv_fel_count_0,juv_misd_count_0
Male,priors_count_1,juv_other_count_0,25 - 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_15-21,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,Less than 25,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_1,juv_other_count_0,25 - 45,F,white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_1,juv_other_count_0,Greater than 45,M,non_white,0,days_b_screening_arrest_-2,missing,juv_fel_count_0,cjuv_misd_count_2+
Female,priors_count_4-6,juv_other_count_2+,Less than 25,F,white,0,days_b_screening_arrest_-1,c_days_from_compas_29+,juv_fel_count_1+,juv_misd_count_1
Male,priors_count_2-3,juv_other_count_0,Less than 25,F,white,0,days_b_screening_arrest_-1,c_days_from_compas_2-7,juv_fel_count_0,juv_misd_count_0
Male,priors_count_7-9,juv_other_count_0,25 - 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_15-21,juv_fel_count_1+,cjuv_misd_count_2+
Male,priors_count_1,juv_other_count_0,25 - 45,M,white,0,days_b_screening_arrest_-2,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_1,juv_other_count_0,25 - 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_2-7,juv_fel_count_0,juv_misd_count_0
Male,priors_count_10-15,juv_other_count_0,25 - 45,F,non_white,0,days_b_screening_arrest_0,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_0,25 - 45,F,white,0,days_b_screening_arrest_-1,c_days_from_compas_29+,juv_fel_count_0,juv_misd_count_0
Male,priors_count_4-6,juv_other_count_0,Greater than 45,F,white,0,days_b_screening_arrest_-1,c_days_from_compas_0,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_0,25 - 45,F,white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_2-3,juv_other_count_0,Greater than 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_4-6,juv_other_count_1,Less than 25,M,non_white,0,days_b_screening_arrest_0,c_days_from_compas_29+,juv_fel_count_1+,juv_misd_count_1
Male,priors_count_1,juv_other_count_0,25 - 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_0,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,F,white,0,days_b_screening_arrest_lt_-3,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_0,25 - 45,F,non_white,0,days_b_screening_arrest_0,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,M,non_white,0,days_b_screening_arrest_lt_-3,c_days_from_compas_0,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_1,Less than 25,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_7-9,juv_other_count_1,25 - 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_2-7,juv_fel_count_0,juv_misd_count_0
Female,priors_count_2-3,juv_other_count_0,Greater than 45,M,white,0,days_b_screening_arrest_-1,c_days_from_compas_2-7,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_0,25 - 45,F,white,0,days_b_screening_arrest_0,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_7-9,juv_other_count_0,Greater than 45,F,white,0,days_b_screening_arrest_0,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_2-3,juv_other_count_2+,Greater than 45,M,white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,M,white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,Greater than 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_0,juv_other_count_0,Greater than 45,F,non_white,0,days_b_screening_arrest_0,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,F,non_white,0,days_b_screening_arrest_0,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_1,juv_other_count_0,Less than 25,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Female,priors_count_0,juv_other_count_0,Greater than 45,F,white,0,days_b_screening_arrest_0,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,M,non_white,0,days_b_screening_arrest_-2,c_days_from_compas_0,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,M,white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_4-6,juv_other_count_0,Greater than 45,M,white,0,days_b_screening_arrest_-2,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,Greater than 45,M,white,0,days_b_screening_arrest_0,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,Greater than 45,M,white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,M,white,0,days_b_screening_arrest_0,c_days_from_compas_0,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,Greater than 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,F,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_4-6,juv_other_count_0,25 - 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_1,juv_other_count_2+,Greater than 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_22-28,juv_fel_count_0,juv_misd_count_0
Male,priors_count_2-3,juv_other_count_0,Greater than 45,F,white,0,days_b_screening_arrest_1+,c_days_from_compas_0,juv_fel_count_0,juv_misd_count_0
Male,priors_count_4-6,juv_other_count_1,Less than 25,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,25 - 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_0,juv_fel_count_0,juv_misd_count_0
Male,priors_count_0,juv_other_count_0,Less than 25,F,white,0,days_b_screening_arrest_-1,c_days_from_compas_22-28,juv_fel_count_0,juv_misd_count_1
Male,priors_count_4-6,juv_other_count_1,25 - 45,M,non_white,0,days_b_screening_arrest_-1,c_days_from_compas_1,juv_fel_count_0,juv_misd_count_0
