sex,c_charge_degree,c_days_from_compas_cat,age_cat,race_cat,juv_fel_count_cat,two_year_recid,juv_misd_count_cat,juv_other_count_cat,days_b_screening_arrest_cat,priors_count_cat
Female,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,priors_count_10-15
Male,M,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_4-6
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_1
Male,M,c_days_from_compas_1,Greater than 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_1
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_2-3
Female,F,c_days_from_compas_1,Less than 25,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Male,F,c_days_from_compas_1,Less than 25,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_1
Male,M,c_days_from_compas_1,Greater than 45,white,juv_fel_count_0,1,juv_misd_count_1,juv_other_count_0,days_b_screening_arrest_-1,priors_count_7-9
Male,F,c_days_from_compas_1,Less than 25,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_1
Male,F,c_days_from_compas_0,Less than 25,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_2-3
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_1
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_10-15
Female,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Male,F,c_days_from_compas_2-7,Greater than 45,non_white,juv_fel_count_1+,1,juv_misd_count_1,juv_other_count_0,days_b_screening_arrest_-1,priors_count_2-3
Male,M,c_days_from_compas_0,25 - 45,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,priors_count_10-15
Female,F,c_days_from_compas_8-14,25 - 45,white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_4-6
Male,F,c_days_from_compas_0,Less than 25,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_10-15
Male,M,c_days_from_compas_1,Less than 25,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_7-9
Male,F,c_days_from_compas_1,Less than 25,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_2-3
Male,M,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_4-6
Female,F,c_days_from_compas_2-7,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_7-9
Male,F,c_days_from_compas_8-14,25 - 45,non_white,juv_fel_count_1+,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_1
Male,F,c_days_from_compas_1,25 - 45,white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_2-3
Male,F,c_days_from_compas_1,25 - 45,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_7-9
Male,F,c_days_from_compas_22-28,25 - 45,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_2-3
Female,M,c_days_from_compas_1,Less than 25,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_2+,days_b_screening_arrest_-1,priors_count_0
Male,F,c_days_from_compas_2-7,25 - 45,white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Male,F,c_days_from_compas_0,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_4-6
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_0
Male,F,c_days_from_compas_1,Greater than 45,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,priors_count_2-3
Female,M,c_days_from_compas_2-7,25 - 45,white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_4-6
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_2+,days_b_screening_arrest_-1,priors_count_0
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_1
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_0
Male,F,c_days_from_compas_15-21,Less than 25,white,juv_fel_count_0,1,juv_misd_count_1,juv_other_count_0,days_b_screening_arrest_0,priors_count_10-15
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,cjuv_misd_count_2+,juv_other_count_0,days_b_screening_arrest_-1,priors_count_10-15
Male,M,c_days_from_compas_0,Greater than 45,white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_1
Female,F,c_days_from_compas_15-21,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_10-15
Male,M,c_days_from_compas_22-28,Greater than 45,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_1,days_b_screening_arrest_-1,priors_count_1
Male,M,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_0
Male,M,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_7-9
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_2-3
Male,M,c_days_from_compas_1,Less than 25,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Female,M,c_days_from_compas_1,25 - 45,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Male,F,c_days_from_compas_1,Less than 25,white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_0
Male,F,c_days_from_compas_22-28,25 - 45,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_10-15
Male,F,c_days_from_compas_1,Less than 25,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_2-3
Male,M,c_days_from_compas_0,Greater than 45,non_white,juv_fel_count_0,1,juv_misd_count_1,juv_other_count_0,days_b_screening_arrest_lt_-3,priors_count_4-6
Male,M,c_days_from_compas_1,Greater than 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Male,F,c_days_from_compas_1,Greater than 45,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,priors_count_1
Male,F,c_days_from_compas_0,Less than 25,non_white,juv_fel_count_1+,1,juv_misd_count_0,juv_other_count_2+,days_b_screening_arrest_lt_-3,priors_count_4-6
Female,M,c_days_from_compas_22-28,25 - 45,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_2+,days_b_screening_arrest_-1,priors_count_1
Male,M,c_days_from_compas_2-7,Less than 25,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_4-6
Male,M,c_days_from_compas_1,Greater than 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Female,M,c_days_from_compas_2-7,25 - 45,white,juv_fel_count_1+,1,juv_misd_count_0,juv_other_count_2+,days_b_screening_arrest_-1,priors_count_4-6
Female,F,c_days_from_compas_1,Less than 25,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_2-3
Female,F,c_days_from_compas_0,25 - 45,white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Male,F,c_days_from_compas_1,25 - 45,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_4-6
Female,M,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_15+
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_1,days_b_screening_arrest_0,priors_count_2-3
Male,M,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_2+,days_b_screening_arrest_lt_-3,priors_count_0
Female,M,c_days_from_compas_29+,Less than 25,white,juv_fel_count_0,0,cjuv_misd_count_2+,juv_other_count_0,days_b_screening_arrest_-1,priors_count_2-3
Male,F,c_days_from_compas_2-7,Greater than 45,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Male,M,c_days_from_compas_2-7,Less than 25,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,priors_count_0
Male,M,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_4-6
Female,M,c_days_from_compas_8-14,Greater than 45,non_white,juv_fel_count_0,0,cjuv_misd_count_2+,juv_other_count_0,days_b_screening_arrest_-2,priors_count_15+
Male,F,c_days_from_compas_0,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_15+
Male,M,c_days_from_compas_15-21,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_4-6
Female,M,c_days_from_compas_8-14,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_1,days_b_screening_arrest_lt_-3,priors_count_0
Male,F,c_days_from_compas_1,Less than 25,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_1
Female,M,c_days_from_compas_29+,Less than 25,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_1,days_b_screening_arrest_-1,priors_count_1
Female,M,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_1
Female,M,c_days_from_compas_1,25 - 45,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_2+,days_b_screening_arrest_lt_-3,priors_count_15+
Male,F,c_days_from_compas_8-14,Greater than 45,white,juv_fel_count_1+,0,juv_misd_count_0,juv_other_count_2+,days_b_screening_arrest_-1,priors_count_0
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_0
Male,F,c_days_from_compas_0,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_0
Male,M,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_2-3
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_1,days_b_screening_arrest_-1,priors_count_1
Male,M,c_days_from_compas_0,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_0
Male,F,c_days_from_compas_1,Greater than 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Male,F,c_days_from_compas_1,Greater than 45,white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,priors_count_10-15
Male,F,c_days_from_compas_1,25 - 45,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_0
Male,M,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_1+,priors_count_0
Female,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_1
Male,F,c_days_from_compas_2-7,25 - 45,white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Male,F,c_days_from_compas_1,Less than 25,white,juv_fel_count_1+,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Male,F,c_days_from_compas_29+,25 - 45,white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_10-15
Male,F,c_days_from_compas_0,25 - 45,white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,priors_count_10-15
Male,M,c_days_from_compas_0,Greater than 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_10-15
Male,M,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_7-9
Male,F,c_days_from_compas_1,Less than 25,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_1
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_2-3
Female,M,c_days_from_compas_0,Less than 25,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_10-15
Male,M,c_days_from_compas_0,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_1,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Female,M,c_days_from_compas_29+,Less than 25,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_2-3
Male,F,c_days_from_compas_1,Less than 25,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Male,F,c_days_from_compas_1,Less than 25,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_1
Male,M,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_1
Male,F,c_days_from_compas_1,25 - 45,white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Male,F,c_days_from_compas_0,Less than 25,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_1
Female,M,c_days_from_compas_1,Less than 25,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Female,M,c_days_from_compas_1,Greater than 45,white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-2,priors_count_1
Male,F,c_days_from_compas_1,Greater than 45,white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_10-15
Female,M,c_days_from_compas_2-7,25 - 45,white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_15+
Male,M,c_days_from_compas_1,Less than 25,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_1
Male,F,c_days_from_compas_0,25 - 45,non_white,juv_fel_count_1+,1,juv_misd_count_1,juv_other_count_0,days_b_screening_arrest_1+,priors_count_0
Female,M,c_days_from_compas_2-7,Greater than 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_2-3
Female,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Female,F,c_days_from_compas_0,Greater than 45,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_1,days_b_screening_arrest_0,priors_count_1
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_0
Female,F,c_days_from_compas_15-21,Greater than 45,non_white,juv_fel_count_1+,0,juv_misd_count_0,juv_other_count_2+,days_b_screening_arrest_0,priors_count_10-15
Male,F,c_days_from_compas_15-21,Less than 25,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_2+,days_b_screening_arrest_lt_-3,priors_count_1
Male,M,c_days_from_compas_1,Less than 25,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_1+,priors_count_15+
Female,F,c_days_from_compas_2-7,25 - 45,white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_1
Male,F,c_days_from_compas_1,25 - 45,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_1,days_b_screening_arrest_lt_-3,priors_count_10-15
Female,F,c_days_from_compas_2-7,Greater than 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_1
Female,F,c_days_from_compas_0,Greater than 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_1,days_b_screening_arrest_1+,priors_count_10-15
Male,M,c_days_from_compas_0,Greater than 45,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_7-9
Male,M,c_days_from_compas_1,Greater than 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,priors_count_2-3
Female,M,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_15+
Male,M,c_days_from_compas_22-28,Greater than 45,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,priors_count_10-15
Male,M,c_days_from_compas_1,Greater than 45,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_0
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_0,priors_count_4-6
Female,M,c_days_from_compas_0,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_1,days_b_screening_arrest_-1,priors_count_4-6
Male,F,c_days_from_compas_1,Less than 25,white,juv_fel_count_1+,0,juv_misd_count_1,juv_other_count_2+,days_b_screening_arrest_-2,priors_count_7-9
Male,M,c_days_from_compas_1,Less than 25,non_white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_1
Male,M,c_days_from_compas_0,25 - 45,white,juv_fel_count_1+,0,cjuv_misd_count_2+,juv_other_count_0,days_b_screening_arrest_0,priors_count_0
Male,M,c_days_from_compas_22-28,25 - 45,non_white,juv_fel_count_1+,1,juv_misd_count_0,juv_other_count_2+,days_b_screening_arrest_-1,priors_count_1
Male,F,c_days_from_compas_1,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_1,juv_other_count_0,days_b_screening_arrest_-1,priors_count_7-9
Male,M,c_days_from_compas_1,Less than 25,white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_1,days_b_screening_arrest_-1,priors_count_0
Male,M,c_days_from_compas_8-14,Less than 25,non_white,juv_fel_count_1+,1,juv_misd_count_1,juv_other_count_1,days_b_screening_arrest_1+,priors_count_10-15
Male,F,c_days_from_compas_1,Less than 25,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_15+
Female,F,c_days_from_compas_1,Less than 25,white,juv_fel_count_0,1,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_1
Male,F,c_days_from_compas_0,25 - 45,non_white,juv_fel_count_0,0,juv_misd_count_0,juv_other_count_0,days_b_screening_arrest_-1,priors_count_2-3
